,gene_name
16697,DUSP22
16698,UCP2
16699,PLOD3
16700,N4BP2L1
16701,HNRNPCL3
16702,C1QL2
16703,FMNL3
16704,MOB1A
16705,TRIP10
16706,ABL1
16707,SLCO1B3-SLCO1B7
16708,CBSL
16709,BMS1
16710,EVI5L
16711,RER1
16712,TEDC2
16713,OR4K1
16714,SLC26A1
16715,FEZF1
16716,HMGB2
16717,PSMB6
16718,ZNF843
16719,USF3
16720,UBE2E3
16721,CD244
16722,PCNA
16723,CADPS
16724,FDPS
16725,STK31
16726,CSAG2
16727,COX5B
16728,PITX3
16729,TMEM237
16730,COQ10A
16731,RTL8C
16732,TREML1
16733,ADH1C
16734,GPM6B
16735,GAGE12F
16736,DSC3
16737,H3C8
16738,DTWD1
16739,ATAD2B
16740,EIF2S3
16741,ARF1
16742,THRA
16743,RP11-298I3.5
16744,PIGS
16745,MET
16746,AL928654.7
16747,ALPK1
16748,SESTD1
16749,EIF3L
16750,GPA33
16751,ERP44
16752,GSN
16753,OR52E2
16754,CTC-512J12.6
16755,BYSL
16756,LRP1B
16757,ERG
16758,DHX9
16759,RP3-468K18.5
16760,BCHE
16761,ASPRV1
16762,CFAP54
16763,PSORS1C1
16764,RBM15
16765,ACR
16766,OR8K3
16767,PGAM5
16768,RP11-736K12.3
16769,GRAMD2B
16770,NEDD9
16771,TCF4
16772,CHAT
16773,ERVW-1
16774,NEDD8-MDP1
16775,ATP5MF-PTCD1
16776,KCNE4
16777,USO1
16778,CPT1B
16779,TENM2
16780,KLF7
16781,NIN
16782,PRR23D2
16783,GCAT
16784,YY1
16785,NCALD
16786,CARD19
16787,KLF11
16788,CCHCR1
16789,CPLX4
16790,OR2L5
16791,OTX1
16792,GPN2
16793,KRTAP19-2
16794,TRIM51
16795,IL1R2
16796,CASP14
16797,OSGIN1
16798,ZNHIT3
16799,MRPS22
16800,C19orf47
16801,SHTN1
16802,SAMD12
16803,EXOSC3
16804,AGXT2
16805,PLEKHA6
16806,MEIOC
16807,DHH
16808,HMG20B
16809,KIF3A
16810,OR1E1
16811,CYRIA
16812,NBPF20
16813,TFCP2L1
16814,KRR1
16815,ZNF407
16816,SOST
16817,OR2J1
16818,SDK1
16819,TUBB8B
16820,DUOX2
16821,NKRF
16822,NDUFAF1
16823,ZNF574
16824,SOX14
16825,PITHD1
16826,ANXA6
16827,GDF11
16828,SMOC2
16829,OCEL1
16830,PTDSS2
16831,BRD2
16832,RP11-290H9.2
16833,CDC42EP3
16834,ZGPAT
16835,CCL4
16836,KLF13
16837,TAGAP
16838,TIMM21
16839,SAGE1
16840,RNF4
16841,GSK3B
16842,OSM
16843,CES3
16844,UNC93B1
16845,PLD4
16846,CARMIL2
16847,MARCHF3
16848,TLR9
16849,WDR49
16850,GSTK1
16851,MGAT2
16852,CPA2
16853,REXO4
16854,ADH1B
16855,DGUOK
16856,BABAM1
16857,ASH1L
16858,ZBTB42
16859,NCK2
16860,GABPB2
16861,CRISPLD1
16862,ABCA9
16863,NBPF12
16864,SDCBP
16865,CSF2RB
16866,RARG
16867,SKA1
16868,UGGT1
16869,LCE1C
16870,AKAP8
16871,PSMD12
16872,DFFB
16873,GPR155
16874,SOCS1
16875,PRSS2
16876,PRKD1
16877,AD000671.6
16878,ZNF471
16879,CSN2
16880,IQCJ
16881,DDX28
16882,SIAH2
16883,RSRC1
16884,SLAMF1
16885,EYA1
16886,ANP32B
16887,RP11-388F6.5
16888,PINLYP
16889,ZNF622
16890,NPSR1
16891,DDR2
16892,ZNF354C
16893,ABCC10
16894,S100A6
16895,OR2L13
16896,CREBZF
16897,NBPF14
16898,AACS
16899,RP11-244H3.5
16900,TNRC6B
16901,TMEM52B
16902,H2BU1
16903,CDKN1A
16904,LAPTM4B
16905,MME
16906,ELOVL5
16907,FCSK
16908,MYT1
16909,DNAJB11
16910,MLH3
16911,CCS
16912,URGCP
16913,SLC4A3
16914,CYP2C8
16915,IKBIP
16916,WDFY4
16917,HCN1
16918,RFX5
16919,OR51E1
16920,TMCO3
16921,MFSD9
16922,AKAP11
16923,RFX8
16924,RAB3GAP2
16925,ICE2
16926,ATXN2L
16927,XK
16928,MAFG
16929,SMIM10L2B
16930,CDC25B
16931,ATP5F1A
16932,NKD1
16933,PODNL1
16934,SOX5
16935,ADAMTS6
16936,PKP3
16937,WARS2
16938,IFNL2
16939,KRTAP21-1
16940,ATF5
16941,ASTE1
16942,HTR2A
16943,MXRA5
16944,NFKB1
16945,TNP1
16946,GPR42
16947,KLRC4
16948,NUAK1
16949,TTL
16950,AMER1
16951,VDAC2
16952,AOPEP
16953,KLF9
16954,RHBG
16955,RAB40AL
16956,CBY3
16957,ETS1
16958,TSSK1B
16959,TBRG1
16960,UGT2A3
16961,KRTAP3-2
16962,GLS2
16963,PP2D1
16964,STXBP5L
16965,SEPT5-GP1BB
16966,SRY
16967,SORCS2
16968,TAX1BP3
16969,SS18L1
16970,BRMS1
16971,TRIM72
16972,RP11-104H15.13
16973,KRTAP15-1
16974,GET3
16975,CTB-161K23.4
16976,ACER1
16977,SCUBE3
16978,KCNK3
16979,TMEFF1
16980,ATG2A
16981,ASPA
16982,PLAAT3
16983,LRRC4B
16984,USP17L18
16985,RGS9
16986,PHOSPHO2
16987,AK1
16988,SERPINA4
16989,AOAH
16990,PRMT2
16991,HDAC6
16992,ALPK2
16993,TSEN34
16994,TRIM36
16995,APLP2
16996,HMX3
16997,SYNGAP1
16998,SKA3
16999,SERBP1
17000,DNAJC9
17001,PDZD4
17002,LYL1
17003,PDE4C
17004,RAP2C
17005,CYB5B
17006,UMOD
17007,BCKDHA
17008,SENP3
17009,SEPTIN9
17010,CNST
17011,GNA13
17012,CHRNG
17013,FKRP
17014,DNAJC5
17015,MED21
17016,RPS20
17017,BTN2A1
17018,EFNA4
17019,TLK1
17020,ABCA3
17021,PRELID3B
17022,NUDT16L1
17023,IL17RD
17024,GGPS1
17025,KIF26B
17026,CHAF1A
17027,PAXBP1
17028,MRGPRX3
17029,ZNF546
17030,KRT81
17031,CHUK
17032,GATC
17033,TAF15
17034,TUBB1
17035,C2orf72
17036,KCNJ8
17037,ZNF771
17038,RP11-666A8.13
17039,ZNF444
17040,FAAH2
17041,SLC39A6
17042,PRMT5
17043,HSPA13
17044,PHACTR1
17045,ALKBH2
17046,KNOP1
17047,FKBP1C
17048,SYPL1
17049,SHISAL2A
17050,TMEM150B
17051,ZPR1
17052,RFPL2
17053,SLC48A1
17054,CRP
17055,SYCE3
17056,RP11-770J1.8
17057,CAMK1D
17058,ARFIP1
17059,HRH4
17060,MAP4K2
17061,MCTS1
17062,ARRDC4
17063,DDX3X
17064,IK
17065,RRP1
17066,RP11-849H4.2
17067,CARD10
17068,MRPL30
17069,H3C7
17070,PDF
17071,VNN2
17072,CUTC
17073,DUX4
17074,RP11-98L5.5
17075,FAM13C
17076,EPN2
17077,GALM
17078,CTCFL
17079,RAB32
17080,TMED7
17081,UQCC2
17082,PSME3
17083,CXCL3
17084,MTERF4
17085,AGK
17086,ZNF804A
17087,BACH2
17088,SLC4A2
17089,PBX2
17090,CCNT1
17091,NUS1
17092,MCHR2
17093,SINHCAF
17094,VKORC1
17095,CD1E
17096,SCOC
17097,PPIAL4G
17098,RAX2
17099,SMARCC1
17100,ATPAF1
17101,PREX1
17102,UMAD1
17103,HS6ST3
17104,H2AC12
17105,NDUFAF3
17106,PTPRS
17107,RPA3
17108,PAPLN
17109,CFAP99
17110,EPB42
17111,LPAR1
17112,UBAP1L
17113,CRYM
17114,OPN1SW
17115,RPS10
17116,WNK3
17117,PLEKHA8
17118,COL2A1
17119,RP11-271K21.13
17120,NT5M
17121,SORL1
17122,CD68
17123,TAC4
17124,YWHAQ
17125,LACC1
17126,BAIAP3
17127,ATP5PD
17128,MRPL17
17129,MLC1
17130,SHROOM3
17131,IL17C
17132,UGT2B28
17133,TOR1AIP2
17134,RIMBP2
17135,TNFRSF10B
17136,GPSM3
17137,SCARA3
17138,XAGE3
17139,SPC25
17140,NUMBL
17141,TMEM249
17142,CTSS
17143,RAN
17144,DPPA5
17145,CIAPIN1
17146,CAPN6
17147,PAPOLG
17148,ANKS1A
17149,UCHL3
17150,IDH1
17151,TGFA
17152,KRT34
17153,TMC4
17154,PON1
17155,COL8A1
17156,NSL1
17157,TMEM217
17158,SCLT1
17159,RNF180
17160,ARHGAP28
17161,ICAM3
17162,PYROXD2
17163,ATP6V0A2
17164,ZFP30
17165,FXYD6
17166,STBD1
17167,RPL29
17168,RGS22
17169,MFGE8
17170,ZBTB38
17171,UGT8
17172,H2BC9
17173,OR2F2
17174,ZBTB26
17175,EIF2S2
17176,RNF133
17177,IFIT3
17178,B3GNT9
17179,NETO2
17180,AMD1
17181,TPR
17182,VEGFA
17183,PLCB2
17184,LIN28A
17185,LARGE2
17186,C16orf71
17187,PDZRN4
17188,BMP15
17189,MPP1
17190,TMEM178B
17191,ATE1
17192,TMBIM6
17193,TMEM11
17194,SDCBP2
17195,RAMP2
17196,POU2F2
17197,PKN2
17198,WDR45
17199,ATAD2
17200,SMYD3
17201,CCNB1
17202,TYRP1
17203,OSER1
17204,HEATR6
17205,CAMLG
17206,XRCC3
17207,SGK1
17208,DDB1
17209,CCER1
17210,RNASET2
17211,SRR
17212,RP11-45M22.4
17213,F8
17214,FBXL15
17215,FAM160A2
17216,UBL7
17217,NAA38
17218,ACSM2A
17219,PPP2R2D
17220,HDX
17221,AKR1B1
17222,SF3B4
17223,TNS4
17224,PLAC8
17225,SACS
17226,AC006538.4
17227,GCNT3
17228,NAA20
17229,STON2
17230,FAM221B
17231,DDX24
17232,PLVAP
17233,USP17L2
17234,C5orf22
17235,PRSS35
17236,ARF5
17237,SEC31B
17238,ZBBX
17239,GEM
17240,CSTF2T
17241,KCNQ4
17242,CHRM3
17243,GNG11
17244,PGBD5
17245,ZNF775
17246,RP11-473M10.3
17247,SYT5
17248,COPRS
17249,KIF13B
17250,C3
17251,OR4F15
17252,ELAVL4
17253,RP5-1028K7.3
17254,LHFPL5
17255,LRRC7
17256,ATP2B3
17257,ZBTB1
17258,CERT1
17259,SMIM23
17260,FKBP9
17261,DPEP2
17262,FRAT2
17263,MRGPRX1
17264,EDEM2
17265,LPCAT2
17266,TPD52L3
17267,KCNT2
17268,CCL22
17269,DGKD
17270,NAA15
17271,PMF1
17272,GANC
17273,RABL3
17274,ARX
17275,GRAP2
17276,DEFB104A
17277,MYO9B
17278,ZNF829
17279,ERAP1
17280,TNNT3
17281,SLC7A7
17282,RORA
17283,H4C11
17284,ANK3
17285,IL6
17286,KLK12
17287,NANOS3
17288,DEFB136
17289,METTL6
17290,MGST1
17291,LIMK2
17292,CRACDL
17293,CERS2
17294,KLRK1
17295,BRINP1
17296,AMPD1
17297,CELF5
17298,IFI44
17299,SPDYE9
17300,OR6B1
17301,OR1L8
17302,ZNF222
17303,MARVELD2
17304,ZNF705B
17305,SUN2
17306,GSDMB
17307,MSRB1
17308,KCNF1
17309,SH3PXD2B
17310,DENND1A
17311,TMEM41B
17312,GABRA6
17313,ACBD5
17314,ZNF148
17315,ADAM22
17316,MYH10
17317,LPCAT1
17318,CANX
17319,TXNDC17
17320,TYRO3
17321,ARHGAP5
17322,SLC25A14
17323,CTA-150C2.22
17324,TMEM117
17325,DNMT3B
17326,SECISBP2
17327,PUS3
17328,DDX41
17329,C17orf80
17330,ABHD14A
17331,TRPV5
17332,ANKRD52
17333,HSP90B1
17334,C3orf49
17335,HDAC2
17336,ZNF653
17337,KRT78
17338,WNT7A
17339,RAB13
17340,ATP6V1C1
17341,SPDYE8
17342,NPM3
17343,CDC42EP5
17344,PHKA1
17345,RXYLT1
17346,ITPK1
17347,TTN
17348,MLX
17349,ACP5
17350,TRAPPC3
17351,TMEM9
17352,TEPSIN
17353,TMEM265
17354,BGN
17355,AHNAK2
17356,JADE1
17357,KRTAP10-12
17358,CTB-60B18.6
17359,LINC02218
17360,S1PR4
17361,SULT1C4
17362,GGT6
17363,RAB8B
17364,AP000295.9
17365,COQ10B
17366,ZNF860
17367,PHRF1
17368,NSDHL
17369,SPOCK1
17370,EPB41
17371,TAS2R40
17372,POLR3B
17373,CPB2
17374,PRR23D1
17375,CCNG2
17376,PLPP5
17377,PSME4
17378,RCN1
17379,VPS16
17380,LEFTY1
17381,ACSF2
17382,CYP4F2
17383,OR4F16
17384,ARR3
17385,KLC1
17386,OLA1
17387,ZNF865
17388,ALG6
17389,ARHGEF33
17390,LRSAM1
17391,EPG5
17392,GPR6
17393,TMEM80
17394,RGS4
17395,GJC2
17396,TESK1
17397,GPR89B
17398,TEX28
17399,SLC39A10
17400,MMP14
17401,UNC45A
17402,IQCF2
17403,PRAC1
17404,MEIS2
17405,PER2
17406,RP11-566D24.2
17407,EXOC1
17408,TBATA
17409,USP17L27
17410,VPS36
17411,SEC61G
17412,IMPG2
17413,METTL7A
17414,NEURL3
17415,LGALS7B
17416,SRRT
17417,SLC18A2
17418,FZD10
17419,LY6E
17420,IGFLR1
17421,AC068533.7
17422,PPT1
17423,FARP2
17424,REEP4
17425,SSR2
17426,KIAA0586
17427,KIAA0040
17428,SLC25A12
17429,ZBTB47
17430,DEFB107A
17431,CACNA1F
17432,WWOX
17433,RARS2
17434,IGFBP3
17435,TOPBP1
17436,GJB5
17437,ACSF3
17438,MPP6
17439,DLX2
17440,MYH13
17441,GNG10
17442,CBLN3
17443,IFNE
17444,CNBD2
17445,MYOZ1
17446,NUDT17
17447,SLC25A52
17448,PAIP1
17449,SMNDC1
17450,FRK
17451,ADSS2
17452,SNX7
17453,ZC3H10
17454,SCN4A
17455,OR8I2
17456,OR10AG1
17457,SLC6A18
17458,GRIA1
17459,GPC6
17460,TAP2
17461,ZNF358
17462,PDLIM5
17463,TYW5
17464,MAPK13
17465,LEUTX
17466,CFAP157
17467,ZDHHC11
17468,NEUROG3
17469,SMTNL2
17470,MT1M
17471,FCMR
17472,RIN2
17473,MYO16
17474,EPHB6
17475,TMEM174
17476,OPN4
17477,NME6
17478,PATE3
17479,ATF7
17480,MSH4
17481,BMP8A
17482,OR4E1
17483,IRX3
17484,FERMT3
17485,GNG8
17486,STPG1
17487,ZNF776
17488,PDGFRB
17489,FAM71E1
17490,GRAPL
17491,TRIM39-RPP21
17492,EPHB2
17493,ZBP1
17494,CLPX
17495,FAM110C
17496,CCL11
17497,PLK3
17498,NUDT4B
17499,LEO1
17500,MIA-RAB4B
17501,HTR1A
17502,ANKRD18A
17503,RIT2
17504,CNOT3
17505,NTF3
17506,ZNF254
17507,RIPK4
17508,SLX4
17509,ANGPTL5
17510,GPKOW
17511,CD58
17512,SRRM4
17513,BCL2
17514,ERH
17515,DYNLT2
17516,TMEM223
17517,GNAQ
17518,TMEM132D
17519,FBXO40
17520,NCMAP
17521,GTF2H1
17522,C11orf54
17523,SYT16
17524,MAP2K2
17525,YPEL2
17526,MBD3
17527,ARFGAP2
17528,SLC9A2
17529,DPP4
17530,LINGO4
17531,SMC6
17532,PPY
17533,KLHL26
17534,ONECUT2
17535,SASH1
17536,HTR3C
17537,ZMYND11
17538,KCNJ9
17539,CRISP2
17540,PINK1
17541,ARPC2
17542,CEBPE
17543,MAP4K4
17544,DVL1
17545,NECAP1
17546,CCDC80
17547,F11
17548,OPTN
17549,CLINT1
17550,CDH7
17551,SUMO1
17552,ZNF808
17553,UBR3
17554,DNAJC28
17555,ZNF264
17556,TGFBI
17557,CSMD1
17558,SPECC1L-ADORA2A
17559,FTL
17560,PIK3CD
17561,FAM50A
17562,SGCD
17563,MT3
17564,CARD9
17565,POLQ
17566,TMEM134
17567,PPM1A
17568,TNFSF12-TNFSF13
17569,ALG9
17570,INSR
17571,RAC1
17572,ZC3H8
17573,VKORC1L1
17574,NDUFB3
17575,XG
17576,NAA10
17577,H4C4
17578,PPP1R12B
17579,CSPG4
17580,ARID1A
17581,NAXE
17582,CCDC71L
17583,AGTR1
17584,PDCD2L
17585,PDCL3
17586,ARHGAP42
17587,RP11-226E21.4
17588,PEX12
17589,ESYT2
17590,LRIT1
17591,PCDHB12
17592,FAM43B
17593,PLEK2
17594,C1orf174
17595,SAT1
17596,ESPN
17597,PTPN3
17598,KCNN1
17599,FAM156B
17600,PRSS48
17601,LGR6
17602,PAQR4
17603,RAB28
17604,KCNA2
17605,TEDDM1
17606,CDK5
17607,PIANP
17608,RP11-512M8.13
17609,IFNG
17610,IFIH1
17611,ERFE
17612,KRT37
17613,YIF1A
17614,KIAA2026
17615,ALDH1L1
17616,YARS2
17617,KIAA0232
17618,H2AC8
17619,GHDC
17620,UBE2QL1
17621,LUZP2
17622,GRIP1
17623,SGO1
17624,CPNE9
17625,CCR4
17626,TGFBR3
17627,TMED10
17628,SYNE1
17629,CEACAM20
17630,CDH20
17631,U2AF1
17632,CDC42BPG
17633,RIPOR3
17634,LY86
17635,PRAMEF1
17636,QRICH1
17637,COL12A1
17638,SERPINA1
17639,MARK4
17640,OR9G4
17641,CEP57L1
17642,ESCO2
17643,FGF10
17644,KRTAP4-7
17645,TNRC18
17646,AHCYL1
17647,RPL39L
17648,VGLL4
17649,GPR78
17650,MIA
17651,MBLAC2
17652,KRT27
17653,HSD17B11
17654,TMEM275
17655,TPPP
17656,TOP2B
17657,ZC3H12A
17658,UQCC1
17659,TM9SF4
17660,C16orf87
17661,POU3F4
17662,MTAP
17663,CCDC170
17664,MT-ND5
17665,KARS1
17666,TMEM269
17667,MPC1L
17668,LCK
17669,ZNF426
17670,RNPEPL1
17671,KIF12
17672,LRRTM2
17673,SERPINE2
17674,EBAG9
17675,PI4K2B
17676,AHDC1
17677,METAP2
17678,GK
17679,KLHDC7B
17680,TBL1XR1
17681,THBS4
17682,SERPINB6
17683,CCDC12
17684,AGPAT3
17685,RP11-555E18.2
17686,TUSC1
17687,AC092442.3
17688,R3HDM2
17689,TM6SF1
17690,OR7C2
17691,APOBEC3F
17692,LRRC40
17693,GPC1
17694,CIBAR1
17695,GLRA2
17696,PWP2
17697,HJURP
17698,FMO5
17699,PLPPR5
17700,SLC45A3
17701,C1orf112
17702,CTC-359D24.5
17703,WDR76
17704,DIRAS3
17705,RP1-158P9.3
17706,OR4C12
17707,SERF1B
17708,CLEC12B
17709,TRIM24
17710,MYLIP
17711,TMEM165
17712,DOK4
17713,DDI2
17714,SULF2
17715,TMCO5A
17716,AP1AR
17717,BRINP2
17718,RAP2A
17719,RNASE12
17720,CHAC2
17721,OR7A10
17722,MAGEA10
17723,DUSP3
17724,RP11-447L10.1
17725,ANO8
17726,LAMB4
17727,MIER3
17728,IFNA14
17729,SEMA6B
17730,TMEM266
17731,FABP7
17732,PLEKHA1
17733,NDFIP1
17734,NEK2
17735,MAGEE1
17736,GSTM5
17737,GCM1
17738,FAM149A
17739,IFT20
17740,PNOC
17741,DALRD3
17742,STAT6
17743,CMKLR1
17744,OR9I1
17745,TMEM158
17746,RNF185
17747,PML
17748,SIGLEC10
17749,CNTNAP4
17750,CD109
17751,KANSL1L
17752,DNAH2
17753,TXNDC8
17754,GHSR
17755,PTAFR
17756,LLGL2
17757,BCL2L1
17758,ZNF716
17759,CRACR2A
17760,TGM1
17761,KIAA0408
17762,HGFAC
17763,L1CAM
17764,ZNF10
17765,RIDA
17766,COPS7B
17767,ADRB1
17768,TMF1
17769,CYP3A7-CYP3A51P
17770,GNGT2
17771,STIP1
17772,KANK2
17773,BMPR1A
17774,SLC2A6
17775,NUP210L
17776,CRYBG3
17777,RAB9A
17778,ASB9
17779,STAB2
17780,LGSN
17781,MGAT4A
17782,OVOL2
17783,CYFIP2
17784,FDX2
17785,KLHL34
17786,THBS3
17787,ATR
17788,FGL2
17789,PCDH1
17790,MATK
17791,MRTFA
17792,ATG16L1
17793,KIAA2012
17794,MUC6
17795,KCNMA1
17796,SLC25A2
17797,UBE2Q2
17798,RNF13
17799,TOB1
17800,CACNG1
17801,RHD
17802,OR5A1
17803,LUZP4
17804,CPT2
17805,MSRA
17806,SPRTN
17807,PNISR
17808,HACD4
17809,SLC44A3
17810,PCF11
17811,LEP
17812,CMIP
17813,ZBTB5
17814,UTP14C
17815,GRIK1
17816,CEMIP2
17817,CASK
17818,POLR2D
17819,USP19
17820,CNTN2
17821,MAP2K1
17822,OR10H5
17823,TMEM70
17824,SRM
17825,HLX
17826,AZIN1
17827,TCEANC
17828,CFP
17829,ADGRG1
17830,PAFAH1B3
17831,PHYH
17832,PGK1
17833,AC002398.9
17834,CACNA1E
17835,TRUB2
17836,HMGN1
17837,IMPA2
17838,MTRNR2L10
17839,ARL14
17840,ZMAT2
17841,FASTKD2
17842,POU5F1B
17843,EPHA5
17844,COMMD9
17845,CAMKK2
17846,GP2
17847,MRPS10
17848,SELENOO
17849,CNBP
17850,TXNRD2
17851,CRX
17852,SPANXN2
17853,PPP2R1A
17854,ACADSB
17855,LYPD2
17856,RRNAD1
17857,GNB3
17858,ZNF534
17859,ZFP91-CNTF
17860,TBPL1
17861,GRM8
17862,MT-ND4
17863,BRCC3
17864,RIC1
17865,FGF6
17866,SLC35E1
17867,ZNF555
17868,SOX30
17869,DPP8
17870,MAEA
17871,LZTS2
17872,TRNT1
17873,NPLOC4
17874,LBHD1
17875,TTC4
17876,C4orf36
17877,NOTCH2NLR
17878,LETM1
17879,TMEM156
17880,ATXN1L
17881,TSPEAR
17882,FAM104B
17883,TMEM182
17884,DMTN
17885,ACTR2
17886,PSMG4
17887,WBP2
17888,LTB4R2
17889,DNAJA1
17890,PLAGL1
17891,PRR5
17892,AP000471.4
17893,CD74
17894,PTOV1
17895,ZNF587
17896,HIVEP1
17897,SRGAP2
17898,AC024592.12
17899,EPB41L2
17900,TRIM73
17901,ZNF547
17902,TBC1D24
17903,ZFP41
17904,OR4E2
17905,EHD1
17906,KIF27
17907,RAMP1
17908,PRNP
17909,TMEM63C
17910,PDE4A
17911,NCBP2
17912,MAGEF1
17913,RGR
17914,OAT
17915,ZC3H12C
17916,WDR77
17917,DAB2IP
17918,CNTNAP3B
17919,EXOSC10
17920,AC006486.9
17921,RP11-807H22.10
17922,KIAA1109
17923,ESCO1
17924,SH3YL1
17925,MTMR1
17926,SLC44A2
17927,JAG2
17928,ZMIZ1
17929,SBNO1
17930,UBASH3A
17931,TMEM150C
17932,PDP2
17933,RHOU
17934,TLR4
17935,SLC25A4
17936,HLA-DRB1
17937,CCDC185
17938,ATXN7L3B
17939,CHST2
17940,CDHR3
17941,CAPZB
17942,SIX1
17943,TRIM6
17944,WRNIP1
17945,ADAMTS3
17946,STX2
17947,SLC25A30
17948,NFKBIB
17949,ZGRF1
17950,PRL
17951,GIMAP1-GIMAP5
17952,CFAP299
17953,MACROH2A1
17954,FSD1L
17955,SETD7
17956,LMLN2
17957,CCDC59
17958,JOSD2
17959,TMEM181
17960,RIN1
17961,DEPDC5
17962,RNFT2
17963,PDZD2
17964,TMEM179
17965,CCL2
17966,MIB2
17967,HOXD3
17968,WDR3
17969,OLIG3
17970,CYP1A1
17971,GMEB2
17972,SLC35G1
17973,RASGRF1
17974,ISL2
17975,COIL
17976,SLC5A5
17977,RRP12
17978,SAMD14
17979,DPH2
17980,CGGBP1
17981,C11orf96
17982,MUC21
17983,DHRS2
17984,TET3
17985,KMT2C
17986,NPIPB12
17987,LIN7C
17988,ZNF14
17989,GABRR1
17990,GPR146
17991,TAF11L7
17992,HNRNPF
17993,RAB33A
17994,RAB3D
17995,SEBOX
17996,EIF5
17997,UBXN2A
17998,UBQLN1
17999,PARP11
18000,PLPBP
18001,COL5A2
18002,WNT10B
18003,SCD5
18004,UBE2C
18005,PRAMEF9
18006,KLHL22
18007,CYCS
18008,RBMY1J
18009,SLC27A3
18010,CNOT8
18011,MSMO1
18012,BPIFB4
18013,USP28
18014,CLSTN2
18015,FANCI
18016,LURAP1
18017,OTOA
18018,SEC22C
18019,WWTR1
18020,CHKB-CPT1B
18021,CTB-163K11.1
18022,OR2T29
18023,RLF
18024,SPEF2
18025,ZFAT
18026,ACAP3
18027,RSPH6A
18028,CATSPER1
18029,UBTD1
18030,BAG3
18031,HCRT
18032,FAXC
18033,EXT1
18034,SLC25A6
18035,VPS45
18036,DNAAF1
18037,RPL35A
18038,CATSPERB
18039,PICK1
18040,KRT33B
18041,UHRF1BP1
18042,OR4K5
18043,EZHIP
18044,HRH3
18045,ISOC1
18046,PIF1
18047,NPDC1
18048,MX2
18049,ATP13A5
18050,EEF1E1-BLOC1S5
18051,DMRTB1
18052,ADARB1
18053,SPDYE17
18054,TUFT1
18055,FAM47E-STBD1
18056,IFIT2
18057,NOTO
18058,SWSAP1
18059,RTP3
18060,LRP12
18061,PTPRJ
18062,GPSM1
18063,CCDC144A
18064,PDCL
18065,PAXIP1
18066,KIRREL2
18067,EMB
18068,WNT9A
18069,CCNDBP1
18070,GJA4
18071,ZNF670
18072,CCND1
18073,RARS1
18074,AC093323.3
18075,STAMBP
18076,OR5AN1
18077,MAPK8IP2
18078,ALG14
18079,CYP7A1
18080,EEF1AKMT3
18081,SETD1A
18082,LIAS
18083,CALML6
18084,WNT8A
18085,ARHGAP11A
18086,ALB
18087,FBLL1
18088,MMP19
18089,HPF1
18090,SLC25A19
18091,OR51L1
18092,SNU13
18093,KRT14
18094,TAF4
18095,JAK3
18096,CTXN3
18097,TPMT
18098,GJC1
18099,FYCO1
18100,GTF2H5
18101,CNN1
18102,TMUB2
18103,NUDT18
18104,PTGES3
18105,OR8U1
18106,NCAPG2
18107,MEN1
18108,METTL26
18109,SPATA25
18110,KCNJ12
18111,SNX27
18112,UNC5A
18113,TRIM8
18114,FAM24B
18115,ADAMTS2
18116,VCP
18117,CYP7B1
18118,RBBP5
18119,MCM4
18120,TTBK1
18121,ZC3H12B
18122,TASOR
18123,STAG1
18124,SCN1B
18125,MYO10
18126,PRAMEF12
18127,NTN5
18128,OLFM1
18129,ACY1
18130,OR6Y1
18131,FTH1
18132,OR1A2
18133,SHMT1
18134,GRID2IP
18135,RP11-783K16.16
18136,PRLR
18137,ARSI
18138,CEP126
18139,SCML1
18140,CMPK2
18141,ABCC2
18142,ZBTB39
18143,GRIK4
18144,NR4A2
18145,ABCA4
18146,ZNF780B
18147,PITPNB
18148,RTCA
18149,CFHR5
18150,CEP76
18151,PDCD6-AHRR
18152,KDM5D
18153,TEP1
18154,AMN
18155,MRPL35
18156,ZNRD2
18157,LY6G5C
18158,AASS
18159,RAD9A
18160,VRK1
18161,FAM180B
18162,BLOC1S5-TXNDC5
18163,ACTL10
18164,SCG2
18165,NDST1
18166,HDHD3
18167,LIX1
18168,CDH12
18169,SNAP91
18170,FAM71F2
18171,RXFP3
18172,IDI1
18173,LNPEP
18174,ZNF784
18175,RP5-931K24.3
18176,SNRNP27
18177,CYP21A2
18178,PRDM2
18179,SLC16A2
18180,KLHL11
18181,METTL21A
18182,GNAT2
18183,DDX17
18184,DOC2B
18185,PAGE5
18186,ACRV1
18187,ADAMTS13
18188,LGALS16
18189,C17orf58
18190,DMKN
18191,GRXCR1
18192,CNOT6L
18193,NKAP
18194,TAAR5
18195,NOX5
18196,WDR70
18197,CKM
18198,CD28
18199,ZNF875
18200,FNTB
18201,ZHX1
18202,KCTD16
18203,TTLL3
18204,STT3B
18205,RNF114
18206,RP3-468K18.7
18207,ELOVL7
18208,CFB
18209,CTD-3105H18.18
18210,GRIN2D
18211,FBXO43
18212,RAB5A
18213,CATSPERG
18214,PRDX1
18215,NOP2
18216,ANKRD44
18217,NOX3
18218,PCMTD1
18219,SESN1
18220,TRIM43B
18221,C16orf89
18222,CTB-54O9.9
18223,PLEKHA3
18224,CCDC102A
18225,SPRR2G
18226,ABCA13
18227,PPM1G
18228,BET1L
18229,LHX8
18230,CSRNP1
18231,KLHDC1
18232,EPC2
18233,THRAP3
18234,HDDC2
18235,TSPAN18
18236,SSX5
18237,SLC5A3
