,gene_name
10549,LAMA1
10550,UBA7
10551,SIX3
10552,EHMT1
10553,GLRX3
10554,ANKRD54
10555,C12orf57
10556,DDX27
10557,KCNMB4
10558,MTMR11
10559,DCAKD
10560,OR6F1
10561,FAM222A
10562,EIF1AX
10563,CHRM4
10564,DENND4B
10565,FAM25G
10566,C22orf23
10567,EIF2AK2
10568,ZMPSTE24
10569,FAM120AOS
10570,FANCD2OS
10571,FUT7
10572,CCDC184
10573,ZNF710
10574,FGGY
10575,LY6G6F-LY6G6D
10576,TIMM17B
10577,SNX4
10578,DCDC2
10579,STAC
10580,RFFL
10581,GPR52
10582,SLC35F5
10583,SMCR8
10584,TMEM199
10585,MGAT1
10586,IQCC
10587,MFSD4A
10588,GRIFIN
10589,EVL
10590,FUT11
10591,USP9X
10592,ZNF436
10593,MARCO
10594,ETF1
10595,FOXD4
10596,LRRC70
10597,AHR
10598,KRTAP6-3
10599,SCN4B
10600,NAIP
10601,FKBP4
10602,CT45A10
10603,SCAF8
10604,CDRT15
10605,MTIF3
10606,SCARF1
10607,CFAP61
10608,BBX
10609,CDH2
10610,BAX
10611,PSMD13
10612,SLC37A1
10613,CASP5
10614,PAFAH1B1
10615,RIBC1
10616,TMEM250
10617,PFDN5
10618,CCDC180
10619,PLXDC1
10620,NPC1L1
10621,ZNF19
10622,PLIN2
10623,ADCK1
10624,DXO
10625,NEFH
10626,CILK1
10627,ZC3HAV1
10628,PLAGL2
10629,NCOR2
10630,DDX60L
10631,ACTC1
10632,MICALL2
10633,NOC3L
10634,CACNA1S
10635,RPS6KB2
10636,PCBP1
10637,B4GALNT2
10638,COA7
10639,PPAT
10640,HSPA1A
10641,BCL6-AS1
10642,ZAP70
10643,N6AMT1
10644,CCDC188
10645,DEFB129
10646,HOXD10
10647,TNFSF11
10648,GOLGA7B
10649,MYD88
10650,KIF1B
10651,MLF2
10652,GSG1L
10653,CALD1
10654,FAM199X
10655,TM2D2
10656,PARD6B
10657,OR2A5
10658,OR10G4
10659,TEX10
10660,OR5T3
10661,MAPK8IP3
10662,NDC80
10663,CCDC107
10664,ZDHHC15
10665,SSTR4
10666,STX16-NPEPL1
10667,CBWD1
10668,NKX2-5
10669,GTF3A
10670,TMEM175
10671,GORASP1
10672,PDE11A
10673,DDX23
10674,COPG1
10675,ABRAXAS1
10676,CPNE2
10677,TP53TG3C
10678,SNTG2
10679,OR1C1
10680,RPL28
10681,ALG10
10682,SLC5A11
10683,EGR2
10684,LRRC52
10685,LMAN2L
10686,BMP5
10687,CYGB
10688,TIMM13
10689,RAB17
10690,RPS27
10691,PFN2
10692,KCTD15
10693,RAB3GAP1
10694,SMC4
10695,TTLL6
10696,DPYSL2
10697,ERCC5
10698,DUSP5
10699,NUP58
10700,LRFN3
10701,DUSP18
10702,MED28
10703,APMAP
10704,GRM3
10705,PSMF1
10706,ZC3H12D
10707,SLITRK6
10708,CD2BP2
10709,ZW10
10710,ZFP1
10711,GGH
10712,LRRC56
10713,CYP2S1
10714,LSM6
10715,CLC
10716,SPINK4
10717,IRAK3
10718,CHURC1-FNTB
10719,BRK1
10720,ALKBH6
10721,MAG
10722,CGB2
10723,GALNT10
10724,OSGEPL1
10725,STOML3
10726,HTR7
10727,PRKAR1B
10728,LYST
10729,RP4-583P15.15
10730,PGLYRP2
10731,RNASE2
10732,IL21R
10733,H2AZ1
10734,TGM5
10735,RAI14
10736,CADM4
10737,MX1
10738,C17orf64
10739,HPX
10740,FZD1
10741,ZNF93
10742,SLC35F2
10743,PTGDR2
10744,B3GALT6
10745,PPIP5K1
10746,DHX33
10747,DYNLRB1
10748,BMP8B
10749,XXbac-BPG32J3.20
10750,PLCXD1
10751,PCDH9
10752,DCTPP1
10753,ZNF667
10754,KDSR
10755,RP11-286H14.4
10756,NMU
10757,IKBKE
10758,ACTL7A
10759,MYO18A
10760,MFSD2A
10761,PKDCC
10762,GLT6D1
10763,KDM6A
10764,WSCD2
10765,TRIM64C
10766,PFKM
10767,ATF2
10768,MRC2
10769,TERF2
10770,HPS3
10771,C10orf99
10772,H2BC21
10773,MMP9
10774,OR56B1
10775,FBXO22
10776,NT5C1A
10777,SLC25A45
10778,ZBTB40
10779,NEGR1
10780,KAT2A
10781,ASAH2
10782,SLC12A5
10783,CMC1
10784,AZU1
10785,SOX6
10786,SP110
10787,EFCAB12
10788,TP53INP1
10789,C5orf58
10790,B9D1
10791,FERMT2
10792,LENG8
10793,SPNS3
10794,SMTN
10795,MZT1
10796,C9orf152
10797,RP11-523H20.5
10798,AGGF1
10799,PHLPP2
10800,SNX31
10801,ABHD2
10802,RPUSD4
10803,NDUFA12
10804,ZMAT5
10805,B3GAT2
10806,CARF
10807,IDH3A
10808,ENDOG
10809,MID1
10810,PRICKLE3
10811,PCCA
10812,LSM1
10813,PRAMEF20
10814,IL18
10815,SIDT2
10816,CIAO2A
10817,ZMYND10
10818,RSF1
10819,SEC14L1
10820,ACTRT2
10821,LSM3
10822,MAP10
10823,BTRC
10824,SLC18B1
10825,KCNH1
10826,MCIDAS
10827,DPPA3
10828,ERLIN1
10829,CASZ1
10830,LGALS9
10831,NRM
10832,IPPK
10833,TMPO
10834,KAT2B
10835,MRPL41
10836,RPLP2
10837,CCM2
10838,CHORDC1
10839,DLL3
10840,ZNF629
10841,SIGLEC8
10842,H3C1
10843,SELENOV
10844,VIM
10845,IFNA16
10846,CNKSR3
10847,PTGS1
10848,TRDN
10849,NCK1
10850,SUGP1
10851,XAGE2
10852,ANKHD1
10853,DNAJC4
10854,OR4A5
10855,OR6P1
10856,MSTN
10857,NDP
10858,MAL
10859,AC011530.4
10860,CDK5RAP2
10861,UHMK1
10862,SOCS7
10863,COA6
10864,LAMTOR1
10865,PIBF1
10866,DBF4
10867,NPIPA3
10868,CLK1
10869,TMPRSS6
10870,KTI12
10871,OTOL1
10872,CT47A8
10873,PWP1
10874,RP11-468E2.1
10875,PATL2
10876,OR6C74
10877,DRD3
10878,NIM1K
10879,DACT3
10880,TARBP2
10881,SLC1A1
10882,PIGH
10883,ZNF396
10884,PRXL2C
10885,EXOSC2
10886,EGFR
10887,MTA1
10888,SPX
10889,RAB26
10890,LYZL2
10891,DAZ2
10892,RTEL1
10893,SPPL2A
10894,OR5AR1
10895,CDKL1
10896,PFN3
10897,RP13-512J5.1
10898,C12orf40
10899,PGPEP1L
10900,SEC23B
10901,EOLA2
10902,INSYN1
10903,TSNAX-DISC1
10904,CLN3
10905,ZNF575
10906,ULBP2
10907,C1QTNF7
10908,NFRKB
10909,RABEP2
10910,TNNT2
10911,GON7
10912,SPOCD1
10913,AQP12B
10914,MCHR1
10915,MRPL36
10916,VIT
10917,KIF6
10918,CBX7
10919,GLTPD2
10920,ZNF679
10921,RP11-195F19.5
10922,ZNF566
10923,HAX1
10924,SMYD2
10925,TBC1D10A
10926,SLC41A2
10927,FBH1
10928,MEX3D
10929,IQANK1
10930,ZNF551
10931,SPTB
10932,HSFX2
10933,MDH1
10934,H2AC13
10935,NASP
10936,TAFA4
10937,MICU3
10938,VEGFB
10939,SLC25A28
10940,MELTF
10941,CNN2
10942,INO80C
10943,LUC7L3
10944,PPDPFL
10945,C2orf81
10946,TVP23C
10947,DMRT1
10948,C9orf72
10949,CNEP1R1
10950,NAGK
10951,LRRC46
10952,TEX11
10953,LMF1
10954,AKAP9
10955,PPP1R15B
10956,FAM9C
10957,GS2-740I5.1
10958,ASXL3
10959,EIPR1
10960,TBC1D13
10961,ZCCHC9
10962,SLC16A10
10963,MPPED2
10964,MIXL1
10965,RASAL2
10966,FAM13A
10967,UROS
10968,OR10G8
10969,TNFRSF12A
10970,ADCY9
10971,DAP3
10972,GPRIN2
10973,SSX3
10974,VSIG10
10975,PAN2
10976,FBXW8
10977,TMEM26
10978,AKT1S1
10979,NQO1
10980,TOB2
10981,ICA1
10982,EIF4E
10983,CPTP
10984,KAT6A
10985,DPEP3
10986,TTC39B
10987,AQP9
10988,YPEL1
10989,G0S2
10990,IVL
10991,RTN2
10992,MZT2B
10993,CDH5
10994,PAGE4
10995,EFCAB1
10996,H3C14
10997,PRPH
10998,DGAT1
10999,KRT31
11000,SOWAHC
11001,FCAMR
11002,PPM1L
11003,EFHB
11004,ZBTB14
11005,ZNF70
11006,DNA2
11007,PDK3
11008,ART4
11009,SV2C
11010,NIPSNAP2
11011,DSP
11012,OAS2
11013,CR1
11014,PIK3R1
11015,CNOT6
11016,SPATS2
11017,FBLN5
11018,EDIL3
11019,BTN2A2
11020,C11orf24
11021,SHKBP1
11022,CCDC106
11023,CCZ1B
11024,LRRC25
11025,STXBP5
11026,BCAS3
11027,RERG
11028,RALGDS
11029,GBP1
11030,MTARC2
11031,MKRN1
11032,FSTL5
11033,CCL4L2
11034,GXYLT1
11035,SLN
11036,CXCR3
11037,LY9
11038,BPIFB1
11039,CASKIN2
11040,GPR157
11041,ADSL
11042,NLN
11043,TNFRSF10A
11044,PRRG3
11045,DLK2
11046,TESPA1
11047,SLC25A32
11048,F11R
11049,GK5
11050,ERMAP
11051,MS4A12
11052,LENEP
11053,DCAF15
11054,MYOZ2
11055,CUL1
11056,UBE2B
11057,SIPA1L1
11058,C1orf189
11059,RAB43
11060,TOMM40L
11061,LEFTY2
11062,BEST1
11063,NCOA6
11064,ZSWIM1
11065,GNA15
11066,TAS2R60
11067,ABLIM3
11068,KRT33A
11069,NOL9
11070,TXNDC5
11071,NPS
11072,IGF2BP3
11073,ZNF142
11074,PRR18
11075,ZNF44
11076,ZNF891
11077,CAPNS1
11078,RAB11FIP3
11079,CTC-479C5.12
11080,RFPL4AL1
11081,ZNF837
11082,LRG1
11083,OR2H1
11084,DNAAF3
11085,OR10AD1
11086,SDHD
11087,TJP3
11088,TBC1D8
11089,SERPINB2
11090,EPS8L2
11091,OR6B3
11092,LYSMD1
11093,HMBOX1
11094,CNTRL
11095,ZNF324
11096,DHTKD1
11097,SRP68
11098,ANAPC16
11099,KLHL5
11100,PLBD2
11101,RAB12
11102,INF2
11103,ANO7
11104,BTBD3
11105,KLHL2
11106,CDK19
11107,CEACAM4
11108,ALAS1
11109,FAM131C
11110,NMD3
11111,RTL3
11112,MYO1E
11113,CCDC38
11114,DYNC2H1
11115,SNX33
11116,LRP2BP
11117,ANKH
11118,TRIM32
11119,CFI
11120,NIPSNAP3A
11121,U2AF1L4
11122,LRRC57
11123,SMIM12
11124,SLC6A1
11125,LRRIQ4
11126,AF011889.5
11127,CDCA2
11128,SKI
11129,KRTAP10-3
11130,FAM136A
11131,TAAR9
11132,SLC34A2
11133,AC005281.1
11134,ARHGEF17
11135,XAF1
11136,UGT1A4
11137,SEC61B
11138,TBC1D3C
11139,TMEM53
11140,FLRT2
11141,ABHD3
11142,NEUROG1
11143,NDUFAF4
11144,AFAP1
11145,FCF1
11146,IGHV3OR16-17
11147,CTTNBP2
11148,GDF10
11149,ZNF418
11150,ZNF625
11151,DAP
11152,CNTD1
11153,CRLF1
11154,LCN9
11155,SLC39A3
11156,TENM1
11157,CDH8
11158,F2RL3
11159,EREG
11160,TAAR2
11161,C2CD2
11162,MEF2D
11163,PABPC1
11164,TCL1B
11165,ETV4
11166,DCK
11167,IGFL2
11168,KIF24
11169,PLEKHA4
11170,EFCAB10
11171,ZNF573
11172,FAM25A
11173,MORN5
11174,C3orf52
11175,LAMP3
11176,XAGE1B
11177,H4C8
11178,CFC1B
11179,C6orf132
11180,KCNE1
11181,AGO2
11182,KIF13A
11183,CHD2
11184,CCR10
11185,PYGL
11186,SCGB2A2
11187,BTG4
11188,GYPB
11189,PRIM1
11190,MKNK2
11191,OXER1
11192,STATH
11193,MTMR12
11194,CCDC85B
11195,MUC17
11196,POLR1E
11197,MN1
11198,NFIX
11199,IGFBP7
11200,DMRTA1
11201,DCXR
11202,CD19
11203,DEFB112
11204,CMPK1
11205,PGS1
11206,BVES
11207,SHANK2
11208,LYVE1
11209,IL17D
11210,CTD-3214H19.4
11211,DLG3
11212,SULT2B1
11213,TM4SF5
11214,FRRS1
11215,SC5D
11216,GNPNAT1
11217,CINP
11218,MTX1
11219,BCL2L11
11220,COL24A1
11221,TIMM23B
11222,BOLL
11223,AC108938.5
11224,CCM2L
11225,RPRD1B
11226,OR1S2
11227,SPATA4
11228,USP42
11229,HEPN1
11230,LEMD1
11231,MLIP
11232,LYRM4
11233,SLC6A20
11234,INSC
11235,KDELR1
11236,TIGD6
11237,TRMT1
11238,CARD18
11239,ZNF595
11240,NEU4
11241,HMCN1
11242,HHEX
11243,RRAD
11244,PRAP1
11245,WFDC8
11246,RAB9B
11247,ANKRD2
11248,RAP1GAP2
11249,THAP10
11250,SLCO6A1
11251,TSPAN14
11252,RIMBP3B
11253,CDH9
11254,MRO
11255,FOXP2
11256,PLEKHA2
11257,CORIN
11258,RPRM
11259,FES
11260,NACAD
11261,SLC25A16
11262,FAM47B
11263,LDLRAD4
11264,NBEAL2
11265,TMEM209
11266,RPL13A
11267,MORC2
11268,CACNG8
11269,STXBP4
11270,FAM169A
11271,CALML3
11272,CT47A11
11273,DUSP12
11274,ZNF397
11275,CCL5
11276,DHRS9
11277,CPXM2
11278,CD3E
11279,LGI2
11280,C8orf37
11281,LINC00634
11282,NFE2L1
11283,SMIM18
11284,SLITRK4
11285,DONSON
11286,NKAPD1
11287,RP11-346I3.5
11288,SH3D19
11289,ZNF385D
11290,SLC20A2
11291,MAPKAPK2
11292,NPEPPS
11293,CA8
11294,NUTM2G
11295,MAT1A
11296,KMT2A
11297,ELOA
11298,KIAA1522
11299,SCAMP2
11300,CMTM8
11301,TMEFF2
11302,TENT5C
11303,RC3H1
11304,EDN3
11305,ADAM15
11306,TAL2
11307,VSIG2
11308,CLTC
11309,TRIM23
11310,CKAP5
11311,KRTAP13-4
11312,RTL5
11313,CCDC127
11314,CNIH3
11315,BECN1
11316,SLC13A5
11317,DNAH1
11318,ZBED6CL
11319,DCSTAMP
11320,TANC2
11321,TAFA1
11322,GOLGA3
11323,C5orf52
11324,STAT1
11325,DCUN1D5
11326,CLCN5
11327,SAAL1
11328,RP11-697E2.12
11329,NKX2-4
11330,FBXO30
11331,PYHIN1
11332,SEMA4B
11333,KASH5
11334,SERPINB8
11335,CNKSR1
11336,ATP1A1
11337,SLC12A8
11338,TMSB15B
11339,TLR7
11340,TMEM33
11341,AMY1C
11342,MYOM3
11343,TRIM38
11344,CCNA2
11345,TM7SF2
11346,RPL36AL
11347,CREG2
11348,COG4
11349,PCNP
11350,PPP1R18
11351,CTD-2545M3.6
11352,ZMAT1
11353,NECTIN2
11354,FOXD4L3
11355,PMAIP1
11356,SLC22A14
11357,ATF7IP
11358,BHLHE40
11359,GIMAP4
11360,NEXN
11361,ZNF23
11362,CD24
11363,PSMB1
11364,SP2
11365,RP11-503P21.4
11366,YME1L1
11367,ZNF586
11368,HUNK
11369,C2orf73
11370,EEF1G
11371,NEB
11372,GTF2H2
11373,ADGRE3
11374,FFAR1
11375,ZSCAN16
11376,CST6
11377,NPY
11378,PDZD9
11379,NT5C3B
11380,RFTN1
11381,CARTPT
11382,PARD6G
11383,LY96
11384,MRM3
11385,HES5
11386,ZNF347
11387,METTL16
11388,RASSF6
11389,C10orf71
11390,ST7
11391,ANK1
11392,KCNJ4
11393,ZPLD1
11394,KLC2
11395,ISYNA1
11396,ARL13A
11397,RELN
11398,EIF3A
11399,HACE1
11400,BHLHE41
11401,SPDYE2B
11402,RAP1B
11403,PRSS56
11404,EPOP
11405,XXbac-BPG116M5.17
11406,TMEM164
11407,PRSS55
11408,MOV10L1
11409,MSLN
11410,JMY
11411,C10orf120
11412,SFPQ
11413,FZD5
11414,INSYN2B
11415,RPL7
11416,STX5
11417,RB1CC1
11418,C5AR1
11419,GPR27
11420,EEF1B2
11421,USP8
11422,CCDC125
11423,TNNI2
11424,GATA6
11425,OR14L1P
11426,BRWD3
11427,ESRRG
11428,RP11-500M8.7
11429,GNAZ
11430,RILP
11431,ACSS3
11432,CLDN20
11433,AMELY
11434,HLA-G
11435,CAPRIN2
11436,CLDN17
11437,RP11-353J17.5
11438,RASSF9
11439,ACTR3
11440,PPP1R14D
11441,C19orf73
11442,MTOR
11443,ZNF526
11444,MAOA
11445,KIAA2013
11446,PTPN2
11447,SLC36A3
11448,SUDS3
11449,SLC35G3
11450,NRG3
11451,RIC3
11452,LMTK3
11453,GAS2L1
11454,AKAP14
11455,DTNB
11456,FADD
11457,VCX
11458,F8A3
11459,CERS1
11460,H2AC14
11461,KCNB1
11462,CPNE1
11463,CTD-2583A14.10
11464,FCER1A
11465,C6orf226
11466,CBR4
11467,RRP9
11468,DNAH3
11469,SKOR2
11470,XYLT1
11471,KCNH2
11472,KCNAB3
11473,PCTP
11474,CCBE1
11475,ADAP1
11476,CCND3
11477,GLB1L2
11478,MFRP
11479,NTN4
11480,ZNF141
11481,STMND1
11482,ABI3
11483,PJA2
11484,CFAP65
11485,NNAT
11486,TNC
11487,HOXA10-HOXA9
11488,AURKB
11489,MFSD10
11490,WDR86
11491,CDC40
11492,ART3
11493,CA14
11494,RNASE6
11495,RP11-343C2.7
11496,CTC-490E21.12
11497,PHF8
11498,YBX1
11499,IFNA13
11500,UPK3BL2
11501,TMEM262
11502,KRT8
11503,GSC
11504,ARMC8
11505,PORCN
11506,MNT
11507,HNRNPCL4
11508,FMO3
11509,PPFIA3
11510,TEKT4
11511,FZD2
11512,USP27X
11513,MARCHF8
11514,ITPRIPL2
11515,PSEN1
11516,PKD1
11517,OR51I2
11518,PNMA8C
11519,ME3
11520,ZNF658
11521,TMED2
11522,RP11-190A12.7
11523,CCDC74A
11524,ITGA9
11525,KIDINS220
11526,TRIB1
11527,REELD1
11528,APPBP2
11529,MEP1A
11530,BPIFC
11531,CIB3
11532,CPSF7
11533,TG
11534,ITSN2
11535,CCDC130
11536,ZNF221
11537,C18orf63
11538,TMEM40
11539,CITED4
11540,CDC14B
11541,H1-2
11542,MYCBPAP
11543,H2BW2
11544,PPM1N
11545,MAP1A
11546,DPY19L2
11547,OR2W3
11548,ETNK1
11549,FABP3
11550,KIAA1841
11551,IGBP1P2
11552,DUSP14
11553,OR7D2
11554,SOD1
11555,RGS6
11556,PPFIA1
11557,SDS
11558,MFSD2B
11559,LHX3
11560,ZSCAN9
11561,IFT74
11562,DKK1
11563,CPAMD8
11564,CD163
11565,CRTC1
11566,RAD9B
11567,BARHL1
11568,SPIN3
11569,DYSF
11570,RNF6
11571,CHMP2B
11572,RAI2
11573,PAX1
11574,NR5A1
11575,RFESD
11576,CXorf65
11577,STAP2
11578,ATMIN
11579,QDPR
11580,KIF1A
11581,IGLL1
11582,PRR15L
11583,SLC6A13
11584,ZNF608
11585,SMG6
11586,TRPC6
11587,BDKRB2
11588,AP2B1
11589,F3
11590,C22orf31
11591,TRAPPC6A
11592,FLCN
11593,GLE1
11594,PHETA1
11595,FCRL2
11596,MOGAT1
11597,SEC61A1
11598,PABIR3
11599,SPPL2C
11600,FOXD4L6
11601,FBXL2
11602,C2CD3
11603,TNFSF15
11604,EGR4
11605,ATG13
11606,GNAT3
11607,KCNK18
11608,CNTNAP1
11609,CXCL2
11610,PPP6R1
11611,LRRC55
11612,PRDX5
11613,VWA2
11614,PRAMEF8
11615,PCDHA7
11616,STAG2
11617,BFSP2
11618,ECHDC1
11619,HDAC11
11620,SHB
11621,CTC-564N23.6
11622,FMO2
11623,ZCRB1
11624,CXorf66
11625,SYDE2
11626,UQCRH
11627,STYXL2
11628,RGS12
11629,LDHC
11630,FAM9A
11631,PCSK9
11632,GPR153
11633,IFT46
11634,LYSMD3
11635,ROMO1
11636,NXPE3
11637,TMEM210
11638,GLMN
11639,DROSHA
11640,KRT3
11641,CYP4F12
11642,CAMSAP1
11643,ZFP91
11644,BEND5
11645,RP11-511P7.5
11646,SLC39A7
11647,ERLIN2
11648,CCPG1
11649,PHYHIP
11650,TRIM42
11651,CKMT1B
11652,PRAMEF4
11653,MTMR3
11654,NFIC
11655,CTC-518B2.8
11656,CABLES1
11657,TSPO2
11658,POMT1
11659,NGLY1
11660,RP11-574F21.3
11661,COPS4
11662,CUL2
11663,ZBED9
11664,SQSTM1
11665,C11orf97
11666,FCGR3A
11667,PALLD
11668,RBFA
11669,GABRA5
11670,CALHM2
11671,GSTO1
11672,TASL
11673,HEBP1
11674,CEACAM1
11675,LIMD1
11676,CACNA1D
11677,OVGP1
11678,SLC51B
11679,ADGRL2
11680,ARMH4
11681,ZRANB1
11682,C16orf82
11683,UBE2E1
11684,SLC16A3
11685,WNT7B
11686,SPRR1A
11687,WFDC13
11688,MUC2
11689,TPM1
11690,CITED1
11691,G3BP1
11692,PPP2R2A
11693,CTSK
11694,KHDRBS1
11695,COX7A2
11696,DHDDS
11697,CTC-432M15.3
11698,TMEM88B
11699,DBF4B
11700,CMBL
11701,FAM86B1
11702,ELANE
11703,PSMA7
11704,EPS8
11705,MMD2
11706,NAPG
11707,IFNW1
11708,MSX2
11709,RP11-317J8.1
11710,PHKG2
11711,CPXM1
11712,LRRFIP2
11713,HPSE2
11714,CYHR1
11715,PSMB9
11716,IQCF3
11717,CNNM2
11718,RRN3
11719,ANGPTL1
11720,UGT1A6
11721,SHPRH
11722,FAM131A
11723,AHNAK
11724,PPEF2
11725,GCC2
11726,SENP3-EIF4A1
11727,ARF6
11728,CCNB3
11729,TEX33
11730,ROS1
11731,SF3B3
11732,PLSCR5
11733,NOL8
11734,PPP1R7
11735,VPS37A
11736,SLC22A17
11737,UGDH
11738,TAF11L9
11739,ZDHHC17
11740,KCNA1
11741,POLE
11742,SAFB
11743,RBP3
11744,TLCD5
11745,LTF
11746,SRF
11747,GRIN2C
11748,BMP10
11749,TTK
11750,PLPP3
11751,CMTR2
11752,ABHD17B
11753,LSM12
11754,PHC3
11755,OR5J2
11756,NAIF1
11757,LYRM9
11758,RP11-286N22.8
11759,COL9A1
11760,PCP4L1
11761,GDPD2
11762,RPA4
11763,HECTD2
11764,YJEFN3
11765,ACTA1
11766,PFDN1
11767,BRAF
11768,UNC13C
11769,DEFB135
11770,OR14C36
11771,KLF12
11772,MICB
11773,RPL22
11774,GAB2
11775,GBP2
11776,HSPB7
11777,PPP4R3C
11778,A1BG
11779,DNAH5
11780,LRIT3
11781,INO80B-WBP1
11782,FEM1A
11783,KCNJ5
11784,BRME1
11785,SALL1
11786,TUBD1
11787,OSBPL10
11788,TNFRSF11A
11789,C1orf158
11790,AQP2
11791,CCNE1
11792,TSR1
11793,PLPP7
11794,CCKAR
11795,C7orf57
11796,USP46
11797,S100A7
11798,ZNF90
11799,NKX6-3
11800,INS-IGF2
11801,LONRF3
11802,PLAC9
11803,CTR9
11804,YBX3
11805,MGLL
11806,TBX20
11807,ZNF428
11808,ZDHHC14
11809,RABL6
11810,CUL5
11811,CGB8
11812,PAX2
11813,EPHA6
11814,TFDP1
11815,TIA1
11816,ITGA11
11817,ZNF322
11818,DEPP1
11819,RP11-566K11.2
11820,CACNG7
11821,CENPO
11822,KRTAP1-1
11823,GPRC5A
11824,CFL1
11825,PTGER4
11826,TFEB
11827,ABHD16B
11828,GFOD2
11829,PID1
11830,HPGDS
11831,SPATA31E1
11832,RGN
11833,EVA1C
11834,CES2
11835,ARHGEF16
11836,CCNC
11837,EPHX3
11838,PHTF1
11839,KIAA1143
11840,TRIM74
11841,PDE6H
11842,C15orf65
11843,SIPA1L2
11844,FMN1
11845,MUSK
11846,TSPY3
11847,SUN3
11848,VPS26B
11849,UGGT2
11850,SCNN1B
11851,ACTN3
11852,ASGR2
11853,STYXL1
11854,RALGAPA2
11855,NOTCH1
11856,AGRN
11857,DISC1
11858,TMED6
11859,FAM178B
11860,C1orf43
11861,GRIN3B
11862,ENO4
11863,C10orf88
11864,WFS1
11865,ACOX1
11866,XXbac-BPG181M17.5
11867,RPIA
11868,PRSS51
11869,NPPC
11870,SBNO2
11871,GTF3C3
11872,CRACD
11873,SPEGNB
11874,H2AC1
11875,UNC13D
11876,PSMC6
11877,SNAPC3
11878,SREK1
11879,KLHL3
11880,ASB6
11881,VWA5A
11882,FAM124A
11883,CASP2
11884,OR2AG2
11885,SLMAP
11886,AVL9
11887,ADIPOR1
11888,OR5M10
11889,SLC39A13
11890,MCM9
11891,SYTL4
11892,ESR2
11893,TEX49
11894,SLC45A2
11895,SLC25A42
11896,TAS2R10
11897,ADAMTS12
11898,RGPD2
11899,WDR75
11900,PPCS
11901,MITD1
11902,RAB41
11903,PRKAR2A
11904,GCH1
11905,PABPC4L
11906,ZBTB7C
11907,PCNX4
11908,UBXN1
11909,LRRC8B
11910,CPM
11911,OR6N2
11912,CYTIP
11913,RP11-540D14.8
11914,CEP41
11915,C5orf49
11916,SHISA2
11917,IFNGR2
11918,RABAC1
11919,B3GAT1
11920,TULP3
11921,MOB4
11922,IL37
11923,PPP1R14B
11924,DNASE1L1
11925,CLIC5
11926,SLC38A4
11927,OR6M1
11928,HLA-DMB
11929,SNAPC1
11930,VSIG4
11931,CTSG
11932,ZNF577
11933,WBP4
11934,POLR1B
11935,ZFYVE9
11936,DPT
11937,CSPP1
11938,FOXO1
11939,AURKAIP1
11940,VAMP1
11941,RTF2
11942,ZIC4
11943,SEC24A
11944,IRAK4
11945,GBP5
11946,C1QTNF9
11947,SF3B1
11948,NPY5R
11949,GRSF1
11950,BRICD5
11951,CYP26C1
11952,SERP1
11953,PCDHGA2
11954,MAFB
11955,KRTAP9-1
11956,PLCD3
11957,EBF1
11958,OCM2
11959,ANKRD33B
11960,MATR3
11961,GMFG
11962,OR2A7
11963,OR4C3
11964,NR1D1
11965,FOXC2
11966,GDF7
11967,RNH1
11968,ORMDL1
11969,OR2V1
11970,RP5-1171I10.8
11971,MRPS33
11972,TGIF2LX
11973,PKNOX1
11974,C1orf52
11975,CLDN11
11976,PHOX2B
11977,ANXA2R
11978,CHSY3
11979,ZSWIM2
11980,CKS2
11981,ALOXE3
11982,TCAF2C
11983,ZNF18
11984,NOP9
11985,GGACT
11986,EIF2B3
11987,OR51B6
11988,DPY19L4
11989,ZNF517
11990,LCE1D
11991,SLC25A21
11992,H2AC7
11993,ZNF701
11994,RBM28
11995,AC037459.4
11996,H2AZ2
11997,S100A8
11998,HEG1
11999,RP11-277P12.6
12000,SLC38A11
12001,PRLH
12002,PLEKHM3
12003,HASPIN
12004,CTIF
12005,PLXNA3
12006,COPS3
12007,RNF139
12008,PBX3
12009,GJB1
12010,MC5R
12011,CAND1
12012,TMEM141
12013,LONRF2
12014,KRTAP19-7
12015,AHCYL2
12016,PDE6B
12017,MRI1
12018,EIF4A1
12019,ERBB3
12020,FRRS1L
12021,GJA8
12022,ZKSCAN3
12023,MTFMT
12024,CHD6
12025,DDI1
12026,HMCN2
12027,UPK3B
12028,IKZF2
12029,IDE
12030,CYP2U1
12031,CARMIL1
12032,MEPE
12033,NEUROG2
12034,GJB2
12035,CARD14
12036,PNPO
12037,PLEKHH2
12038,ZNF296
12039,RDH8
12040,ARMCX4
12041,CWH43
12042,CAVIN3
12043,CTD-3051L14.15
12044,GGTA1
12045,HEATR1
12046,CD69
12047,MRM1
12048,MR1
12049,GTF3C5
12050,ABCC6
12051,PRPF39
12052,QKI
12053,ALMS1
12054,GP5
12055,OR2A4
12056,METAP1D
12057,DHCR24
12058,FADS6
12059,GAGE12H
12060,OR10V1
12061,TMED5
12062,ARPC5
12063,MT1HL1
12064,CCDC54
12065,C19orf81
12066,SKP2
12067,SHH
12068,LONP1
12069,VCPKMT
12070,CDH6
12071,HSPA6
12072,UBL4A
12073,TSPY9P
12074,PRG2
12075,CHMP6
12076,PIK3CA
12077,TENT2
12078,APC2
12079,GUCY2F
12080,MYO5A
12081,NPIPB8
12082,FSCN1
12083,PDZK1
12084,PREP
12085,PTPN9
12086,FAM207A
12087,SPC24
12088,GRINA
12089,SLC1A2
12090,CNTN1
