Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cancer_Cell_Line_Encyclopedia	NCIH2126 LUNG	6/190	1.230009e-02	8.507559e-02	0	0	3.297176e+00	1.450147e+01	TTYH1;OSR1;CEACAM5;SMOC1;TFF1;MAPK4
Cancer_Cell_Line_Encyclopedia	SNU1040 LARGE INTESTINE	5/139	1.301515e-02	8.854568e-02	0	0	3.763108e+00	1.633806e+01	ALDH1L1;PHGR1;AGR3;PI3;SLC26A3
Cancer_Cell_Line_Encyclopedia	HS695T SKIN	5/139	1.301515e-02	8.854568e-02	0	0	3.763108e+00	1.633806e+01	SFRP1;TTYH1;SOX10;ROPN1;SERPINA5
Cancer_Cell_Line_Encyclopedia	NCIH526 LUNG	8/311	1.324451e-02	8.937353e-02	0	0	2.681106e+00	1.159356e+01	IRX1;NKAIN1;TMEM132C;KIT;CACNA2D2;KCNQ4;PAK3;HS3ST4
Cancer_Cell_Line_Encyclopedia	HLC1 LUNG	5/140	1.339076e-02	8.963172e-02	0	0	3.735043e+00	1.610995e+01	HAS3;PADI2;FAT2;TP63;CX3CL1
Cancer_Cell_Line_Encyclopedia	TEN ENDOMETRIUM	5/141	1.377363e-02	9.145690e-02	0	0	3.707391e+00	1.588617e+01	GABRP;C2ORF88;SOSTDC1;EFCAB6;CXCL5
Cancer_Cell_Line_Encyclopedia	LU65 LUNG	4/93	1.419682e-02	9.278239e-02	0	0	4.519835e+00	1.923071e+01	TFF1;PAK3;CXCL5;SPDEF
Cancer_Cell_Line_Encyclopedia	CAL12T LUNG	4/93	1.419682e-02	9.278239e-02	0	0	4.519835e+00	1.923071e+01	TTYH1;A2ML1;VGLL1;RYR3
Cancer_Cell_Line_Encyclopedia	A673 BONE	7/255	1.447552e-02	9.386468e-02	0	0	2.859435e+00	1.211056e+01	ALDH1L1;PGLYRP2;SPHKAP;ZBTB16;DACT2;A2ML1;HS3ST4
Cancer_Cell_Line_Encyclopedia	CAPAN2 PANCREAS	4/95	1.524457e-02	9.808522e-02	0	0	4.420049e+00	1.849142e+01	RARRES1;CNGA1;MSLN;LEMD1
Cancer_Cell_Line_Encyclopedia	M059K CENTRAL NERVOUS SYSTEM	4/96	1.578624e-02	9.886444e-02	0	0	4.371783e+00	1.813685e+01	CNN1;OXTR;KCNMB1;ACTG2
Cancer_Cell_Line_Encyclopedia	NCIH1563 LUNG	4/96	1.578624e-02	9.886444e-02	0	0	4.371783e+00	1.813685e+01	IRX1;SMOC1;BBOX1;RERG
Cancer_Cell_Line_Encyclopedia	OCUM1 STOMACH	6/201	1.584213e-02	9.886444e-02	0	0	3.109437e+00	1.288887e+01	EPHB6;PHGR1;AGR3;MSLN;LEMD1;BAIAP3
Cancer_Cell_Line_Encyclopedia	MDAMB453 BREAST	6/201	1.584213e-02	9.886444e-02	0	0	3.109437e+00	1.288887e+01	TMEM63C;ANKRD30A;INPP5J;DEGS2;ABCC11;SPDEF
Cancer_Cell_Line_Encyclopedia	SKMEL24 SKIN	6/202	1.619566e-02	1.003164e-01	0	0	3.093415e+00	1.275419e+01	ANGPTL7;FABP7;CNGA1;SOX10;ROPN1;SERPINA5
Cancer_Cell_Line_Encyclopedia	TT OESOPHAGUS	7/262	1.655575e-02	1.017872e-01	0	0	2.779945e+00	1.140062e+01	TPRG1;KRT16;FAT2;DSG1;KRT5;PI3;TP63
Cancer_Cell_Line_Encyclopedia	GMS10 CENTRAL NERVOUS SYSTEM	3/54	1.681610e-02	1.018786e-01	0	0	5.896984e+00	2.409165e+01	CNN1;KCNMB1;ACTG2
Cancer_Cell_Line_Encyclopedia	RERFLCAI LUNG	3/54	1.681610e-02	1.018786e-01	0	0	5.896984e+00	2.409165e+01	OXTR;BPI;SYT9
Cancer_Cell_Line_Encyclopedia	PECAPJ34CLONEC12 UPPER AERODIGESTIVE TRACT	4/99	1.748334e-02	1.045505e-01	0	0	4.233083e+00	1.712920e+01	HAS3;FAT2;KRT5;TP63
Cancer_Cell_Line_Encyclopedia	NH6 AUTONOMIC GANGLIA	7/265	1.750905e-02	1.045505e-01	0	0	2.747198e+00	1.111252e+01	PTCHD1;MAOA;WDR86;SOX11;RNF150;PAK3;SLC6A2
Cancer_Cell_Line_Encyclopedia	NCIH596 LUNG	3/55	1.765806e-02	1.046871e-01	0	0	5.783288e+00	2.334460e+01	ALDH1L1;RARRES1;FAT2
Cancer_Cell_Line_Encyclopedia	SKMEL5 SKIN	6/207	1.804534e-02	1.062244e-01	0	0	3.015695e+00	1.210762e+01	ST8SIA1;FABP7;SOX10;ROPN1;MAPK4;IL12RB2
Cancer_Cell_Line_Encyclopedia	SCC25 UPPER AERODIGESTIVE TRACT	4/101	1.867556e-02	1.083966e-01	0	0	4.145382e+00	1.650086e+01	PER1;KRT16;KRT5;TP63
Cancer_Cell_Line_Encyclopedia	MKN45 STOMACH	4/101	1.867556e-02	1.083966e-01	0	0	4.145382e+00	1.650086e+01	CEACAM5;DACT2;AGR3;RERG
Cancer_Cell_Line_Encyclopedia	COLO679 SKIN	6/209	1.882419e-02	1.084956e-01	0	0	2.985679e+00	1.186094e+01	EDN3;ST8SIA1;COL11A2;SOX10;ROPN1;IL12RB2
Cancer_Cell_Line_Encyclopedia	SNU16 STOMACH	5/153	1.895405e-02	1.084956e-01	0	0	3.404712e+00	1.350220e+01	ACE2;CEACAM5;PHGR1;AGR3;DEGS2
Cancer_Cell_Line_Encyclopedia	SNU520 STOMACH	8/333	1.917148e-02	1.085330e-01	0	0	2.496795e+00	9.873155e+00	SAMD5;LFNG;GABRP;RTN4RL1;GP2;PLIN4;AGR3;DEGS2
Cancer_Cell_Line_Encyclopedia	OV90 OVARY	6/210	1.922211e-02	1.085330e-01	0	0	2.970891e+00	1.174005e+01	EPHB6;ACE2;DACT2;BBOX1;TFF1;MATN3
Cancer_Cell_Line_Encyclopedia	RMUGS OVARY	5/154	1.943620e-02	1.090003e-01	0	0	3.381690e+00	1.332595e+01	WNT6;TRIM29;TTYH1;A2ML1;VGLL1
Cancer_Cell_Line_Encyclopedia	OE19 OESOPHAGUS	7/272	1.988296e-02	1.102078e-01	0	0	2.673673e+00	1.047516e+01	PHGR1;ERBB2;DACT2;AGR3;TFF1;DEGS2;SPDEF
Cancer_Cell_Line_Encyclopedia	SNU407 LARGE INTESTINE	4/103	1.991707e-02	1.102078e-01	0	0	4.061224e+00	1.590448e+01	ALDH1L1;PHGR1;EFCAB6;IL12RB2
Cancer_Cell_Line_Encyclopedia	VCAP PROSTATE	7/273	2.023957e-02	1.112506e-01	0	0	2.663485e+00	1.038790e+01	ZBTB16;DEGS2;RGS11;GRPR;DEFB132;SLC7A2;SPDEF
Cancer_Cell_Line_Encyclopedia	KYSE70 OESOPHAGUS	5/156	2.042452e-02	1.115286e-01	0	0	3.336560e+00	1.298262e+01	KCNG1;ALDH1L1;FAT2;SOSTDC1;KRT5
Cancer_Cell_Line_Encyclopedia	JURLMK1 HAEMATOPOIETIC AND LYMPHOID TISSUE	6/214	2.087121e-02	1.132229e-01	0	0	2.913164e+00	1.127215e+01	IRX1;OLAH;ZHX1-C8ORF76;ZBTB16;C2ORF88;SOSTDC1
Cancer_Cell_Line_Encyclopedia	HS616T HAEMATOPOIETIC AND LYMPHOID TISSUE	5/158	2.144519e-02	1.148355e-01	0	0	3.292609e+00	1.265104e+01	CNN1;PPP1R14A;OSR1;PAMR1;ACTG2
Cancer_Cell_Line_Encyclopedia	HS940T SKIN	5/158	2.144519e-02	1.148355e-01	0	0	3.292609e+00	1.265104e+01	CNN1;PPP1R14A;OXTR;OSR1;ACTG2
Cancer_Cell_Line_Encyclopedia	HS698T LARGE INTESTINE	5/159	2.196776e-02	1.161353e-01	0	0	3.271062e+00	1.248950e+01	CNN1;TSLP;OSR1;PAMR1;ACTG2
Cancer_Cell_Line_Encyclopedia	2313287 STOMACH	5/159	2.196776e-02	1.161353e-01	0	0	3.271062e+00	1.248950e+01	CEACAM5;PHGR1;TFF1;DEGS2;SPDEF
Cancer_Cell_Line_Encyclopedia	NCIH1650 LUNG	3/60	2.221560e-02	1.167022e-01	0	0	5.274646e+00	2.008037e+01	PLIN4;BBOX1;A2ML1
Cancer_Cell_Line_Encyclopedia	SNU466 CENTRAL NERVOUS SYSTEM	6/218	2.261383e-02	1.180470e-01	0	0	2.857615e+00	1.082806e+01	OSR1;CLDN19;RNF150;SOX10;ROPN1;MATN3
Cancer_Cell_Line_Encyclopedia	KYSE30 OESOPHAGUS	5/161	2.303760e-02	1.195075e-01	0	0	3.228797e+00	1.217459e+01	GABRP;RAB26;CNGA1;EGFR;BAIAP3
Cancer_Cell_Line_Encyclopedia	DM3 PLEURA	5/162	2.358495e-02	1.211704e-01	0	0	3.208068e+00	1.202110e+01	SFRP1;OSR1;PAMR1;GDF5;ACTG2
Cancer_Cell_Line_Encyclopedia	HS281T BREAST	4/109	2.394210e-02	1.211704e-01	0	0	3.827988e+00	1.428650e+01	CLDN11;OXTR;OSR1;PAMR1
Cancer_Cell_Line_Encyclopedia	MDAMB361 BREAST	4/109	2.394210e-02	1.211704e-01	0	0	3.827988e+00	1.428650e+01	ERBB2;PADI2;TFF1;SPDEF
Cancer_Cell_Line_Encyclopedia	CAL51 BREAST	4/109	2.394210e-02	1.211704e-01	0	0	3.827988e+00	1.428650e+01	ACE2;C2ORF88;DACT2;SOSTDC1
Cancer_Cell_Line_Encyclopedia	SNU245 BILIARY TRACT	5/164	2.470470e-02	1.242721e-01	0	0	3.167392e+00	1.172176e+01	SAMD5;CEACAM5;C2ORF88;PHGR1;DEGS2
Cancer_Cell_Line_Encyclopedia	ECC10 STOMACH	7/286	2.528907e-02	1.261668e-01	0	0	2.537690e+00	9.332059e+00	NIPSNAP3B;LFNG;NXPH3;ATOH8;CACNA2D2;RGS11;RCOR2
Cancer_Cell_Line_Encyclopedia	SNU308 BILIARY TRACT	4/111	2.538536e-02	1.261668e-01	0	0	3.756056e+00	1.379818e+01	CEACAM5;HAS3;FAT2;TP63
Cancer_Cell_Line_Encyclopedia	HCC1395 BREAST	3/64	2.627977e-02	1.290663e-01	0	0	4.927769e+00	1.793193e+01	IRX1;GDF5;ACTG2
Cancer_Cell_Line_Encyclopedia	TE11 OESOPHAGUS	3/64	2.627977e-02	1.290663e-01	0	0	4.927769e+00	1.793193e+01	FAT2;KRT5;TP63
Cancer_Cell_Line_Encyclopedia	WM2664 SKIN	6/228	2.739268e-02	1.329586e-01	0	0	2.727501e+00	9.812128e+00	SCUBE2;ST8SIA1;FABP7;SOX10;STK32B;ROPN1
Cancer_Cell_Line_Encyclopedia	SKMEL2 SKIN	6/228	2.739268e-02	1.329586e-01	0	0	2.727501e+00	9.812128e+00	ANGPTL7;ST8SIA1;COL11A2;SOX10;ROPN1;SERPINA5
Cancer_Cell_Line_Encyclopedia	SKNDZ AUTONOMIC GANGLIA	6/230	2.842272e-02	1.355971e-01	0	0	2.702872e+00	9.623755e+00	NKAIN1;TMEM132C;SOX11;RCOR2;SLC6A2;RERG
Cancer_Cell_Line_Encyclopedia	SW780 URINARY TRACT	4/115	2.842637e-02	1.355971e-01	0	0	3.619967e+00	1.288867e+01	EPHB6;ALDH1L1;CYP4B1;CLCA4
Cancer_Cell_Line_Encyclopedia	PATU8988S PANCREAS	4/115	2.842637e-02	1.355971e-01	0	0	3.619967e+00	1.288867e+01	GP2;AGR3;TFF1;DEGS2
Cancer_Cell_Line_Encyclopedia	NCIH524 LUNG	8/361	2.919033e-02	1.377943e-01	0	0	2.295444e+00	8.111910e+00	IRX1;PPP1R14A;ST8SIA1;RAB26;NOVA1;CACNA2D2;PAK3;RCOR2
Cancer_Cell_Line_Encyclopedia	KATOIII STOMACH	4/116	2.921902e-02	1.377943e-01	0	0	3.587464e+00	1.267428e+01	ALDH1L1;CEACAM5;AGR3;CXCL5
Cancer_Cell_Line_Encyclopedia	NCIH1648 LUNG	3/67	2.957131e-02	1.386677e-01	0	0	4.696066e+00	1.653462e+01	GABRP;FAT2;CX3CL1
Cancer_Cell_Line_Encyclopedia	LS180 LARGE INTESTINE	4/117	3.002470e-02	1.390915e-01	0	0	3.555535e+00	1.246477e+01	SAMD5;ALDH1L1;PHGR1;DEGS2
Cancer_Cell_Line_Encyclopedia	SJSA1 BONE	4/117	3.002470e-02	1.390915e-01	0	0	3.555535e+00	1.246477e+01	CNN1;PAMR1;ACTG2;RYR3
Cancer_Cell_Line_Encyclopedia	HT115 LARGE INTESTINE	5/173	3.016441e-02	1.390915e-01	0	0	2.996337e+00	1.049045e+01	SAMD5;PHGR1;AGR3;FSIP1;SLC26A3
Cancer_Cell_Line_Encyclopedia	RERFLCAD2 LUNG	3/68	3.071466e-02	1.408463e-01	0	0	4.623585e+00	1.610401e+01	RARRES1;DACT2;A2ML1
Cancer_Cell_Line_Encyclopedia	ASPC1 PANCREAS	6/235	3.110883e-02	1.418699e-01	0	0	2.643182e+00	9.172538e+00	CEACAM5;C2ORF88;CNGA1;MSLN;SLC26A3;BAIAP3
Cancer_Cell_Line_Encyclopedia	SNB19 CENTRAL NERVOUS SYSTEM	3/69	3.188103e-02	1.435729e-01	0	0	4.553299e+00	1.568951e+01	IRX1;FABP7;GFRA1
Cancer_Cell_Line_Encyclopedia	KYSE180 OESOPHAGUS	3/69	3.188103e-02	1.435729e-01	0	0	4.553299e+00	1.568951e+01	TPRG1;KRT5;TP63
Cancer_Cell_Line_Encyclopedia	M07E HAEMATOPOIETIC AND LYMPHOID TISSUE	6/237	3.222819e-02	1.435729e-01	0	0	2.620029e+00	8.999575e+00	IRX1;ACE2;ZBTB16;C2ORF88;KIT;RYR3
Cancer_Cell_Line_Encyclopedia	SKMEL1 SKIN	6/237	3.222819e-02	1.435729e-01	0	0	2.620029e+00	8.999575e+00	SCUBE2;ST8SIA1;SOX10;STK32B;ROPN1;IL12RB2
Cancer_Cell_Line_Encyclopedia	HT29 LARGE INTESTINE	4/120	3.252012e-02	1.435729e-01	0	0	3.463054e+00	1.186406e+01	LIPE;GABRP;PHGR1;AGR3
Cancer_Cell_Line_Encyclopedia	CL11 LARGE INTESTINE	4/120	3.252012e-02	1.435729e-01	0	0	3.463054e+00	1.186406e+01	EPHB6;KRT37;DSG1;LEMD1
Cancer_Cell_Line_Encyclopedia	SNUC4 LARGE INTESTINE	4/121	3.337815e-02	1.458098e-01	0	0	3.433281e+00	1.167265e+01	SAMD5;PHGR1;AGR3;RGS11
Cancer_Cell_Line_Encyclopedia	PSN1 PANCREAS	4/121	3.337815e-02	1.458098e-01	0	0	3.433281e+00	1.167265e+01	EPHB6;LFNG;PPP1R14A;TFF1
Cancer_Cell_Line_Encyclopedia	CW2 LARGE INTESTINE	5/181	3.560935e-02	1.547422e-01	0	0	2.858974e+00	9.535100e+00	OSR1;PHGR1;AGR3;DEGS2;SLC26A3
Cancer_Cell_Line_Encyclopedia	CADOES1 BONE	8/376	3.582789e-02	1.548810e-01	0	0	2.200181e+00	7.324466e+00	TMEM132C;SPHKAP;ZBTB16;COL11A2;DACT2;RNF150;PAK3;HS3ST4
Cancer_Cell_Line_Encyclopedia	CFPAC1 PANCREAS	3/73	3.677523e-02	1.581525e-01	0	0	4.292241e+00	1.417697e+01	GABRP;CNGA1;BAIAP3
Cancer_Cell_Line_Encyclopedia	RH41 SOFT TISSUE	7/311	3.729781e-02	1.595731e-01	0	0	2.326016e+00	7.649849e+00	IRX1;NKAIN1;EDN3;ATOH8;RNF150;POU4F1;RYR3
Cancer_Cell_Line_Encyclopedia	DBTRG05MG CENTRAL NERVOUS SYSTEM	3/74	3.805559e-02	1.619802e-01	0	0	4.231572e+00	1.383177e+01	FABP7;PADI2;PAK3
Cancer_Cell_Line_Encyclopedia	A101D SKIN	4/127	3.880270e-02	1.636955e-01	0	0	3.264808e+00	1.060823e+01	ANGPTL7;SOX10;ROPN1;SERPINA5
Cancer_Cell_Line_Encyclopedia	TE441T SOFT TISSUE	6/248	3.885302e-02	1.636955e-01	0	0	2.499531e+00	8.118402e+00	IRX1;TMEM132C;NOVA1;CACNA2D2;GFRA1;BPI
Cancer_Cell_Line_Encyclopedia	LC1SQSF LUNG	5/186	3.930157e-02	1.647490e-01	0	0	2.779289e+00	8.995143e+00	TPRG1;KRT16;FAT2;PI3;TP63
Cancer_Cell_Line_Encyclopedia	DMS273 LUNG	5/187	4.006700e-02	1.657687e-01	0	0	2.763877e+00	8.891952e+00	PTCHD1;CACNA2D2;KCNQ4;ESYT3;RCOR2
Cancer_Cell_Line_Encyclopedia	SKES1 BONE	6/250	4.014398e-02	1.657687e-01	0	0	2.478790e+00	7.970011e+00	PGLYRP2;SPHKAP;SOX11;POU4F1;HS3ST4;MAPK4
Cancer_Cell_Line_Encyclopedia	KASUMI2 HAEMATOPOIETIC AND LYMPHOID TISSUE	6/250	4.014398e-02	1.657687e-01	0	0	2.478790e+00	7.970011e+00	NIPSNAP3B;IRX1;PTCHD1;RTN4RL1;KCNMB1;IL12RB2
Cancer_Cell_Line_Encyclopedia	JHOM2B OVARY	5/189	4.162496e-02	1.701907e-01	0	0	2.733556e+00	8.690127e+00	SAMD5;CEACAM5;PHGR1;CNGA1;SLC26A3
Cancer_Cell_Line_Encyclopedia	SNU283 LARGE INTESTINE	5/189	4.162496e-02	1.701907e-01	0	0	2.733556e+00	8.690127e+00	CEACAM5;PHGR1;AGR3;DEGS2;SLC26A3
Cancer_Cell_Line_Encyclopedia	CAKI1 KIDNEY	3/77	4.203163e-02	1.710110e-01	0	0	4.059405e+00	1.286560e+01	CLDN11;CNGA1;HAS3
Cancer_Cell_Line_Encyclopedia	LI7 LIVER	4/131	4.268302e-02	1.728142e-01	0	0	3.161337e+00	9.970712e+00	ACE2;PTCHD1;SMOC1;RERG
Cancer_Cell_Line_Encyclopedia	22RV1 PROSTATE	5/191	4.321916e-02	1.740259e-01	0	0	2.703888e+00	8.494185e+00	SCUBE2;PTCHD1;ZBTB16;SLC26A3;SPDEF
Cancer_Cell_Line_Encyclopedia	SKLMS1 SOFT TISSUE	3/78	4.340163e-02	1.740259e-01	0	0	4.005076e+00	1.256496e+01	TSLP;PAMR1;GDF5
Cancer_Cell_Line_Encyclopedia	SNU1 STOMACH	4/132	4.368612e-02	1.743244e-01	0	0	3.136480e+00	9.819454e+00	ACBD4;ATOH8;SOSTDC1;KCTD6
Cancer_Cell_Line_Encyclopedia	SNU449 LIVER	4/133	4.470243e-02	1.767914e-01	0	0	3.112008e+00	9.671272e+00	CNN1;OXTR;PADI2;GFRA1
Cancer_Cell_Line_Encyclopedia	CORL279 LUNG	9/465	4.473036e-02	1.767914e-01	0	0	1.998898e+00	6.210781e+00	NKAIN1;TMEM63C;RAB26;KIT;AGR3;RGS11;PAK3;RCOR2;IL12RB2
Cancer_Cell_Line_Encyclopedia	HS274T BREAST	5/194	4.567865e-02	1.783842e-01	0	0	2.660562e+00	8.210824e+00	CNN1;PPP1R14A;OSR1;STK32B;ACTG2
Cancer_Cell_Line_Encyclopedia	OV56 OVARY	4/134	4.573192e-02	1.783842e-01	0	0	3.087912e+00	9.526081e+00	OLAH;PER1;ZBTB16;HAS3
Cancer_Cell_Line_Encyclopedia	KPNYN AUTONOMIC GANGLIA	7/326	4.605559e-02	1.783842e-01	0	0	2.214937e+00	6.817367e+00	CACNA2D2;WDR86;SOX11;RNF150;SYT9;RCOR2;SLC6A2
Cancer_Cell_Line_Encyclopedia	HCC44 LUNG	3/80	4.620796e-02	1.783842e-01	0	0	3.900653e+00	1.199296e+01	SRMS;SMOC1;CXCL5
Cancer_Cell_Line_Encyclopedia	A2058 SKIN	3/80	4.620796e-02	1.783842e-01	0	0	3.900653e+00	1.199296e+01	TTYH1;SOX10;ROPN1
Cancer_Cell_Line_Encyclopedia	CMK115 HAEMATOPOIETIC AND LYMPHOID TISSUE	6/260	4.700542e-02	1.806227e-01	0	0	2.379982e+00	7.276777e+00	IRX1;ZBTB16;C2ORF88;KIT;SOSTDC1;RYR3
Cancer_Cell_Line_Encyclopedia	HMCB SKIN	5/196	4.736388e-02	1.811614e-01	0	0	2.632434e+00	8.028648e+00	COL11A2;DACT2;SOX11;SOX10;SLC7A2
Cancer_Cell_Line_Encyclopedia	NCIH1437 LUNG	4/137	4.889950e-02	1.847682e-01	0	0	3.017800e+00	9.107683e+00	SMOC1;TFF1;FSIP1;SPDEF
Cancer_Cell_Line_Encyclopedia	GP2D LARGE INTESTINE	4/137	4.889950e-02	1.847682e-01	0	0	3.017800e+00	9.107683e+00	ALDH1L1;RTN4RL1;PHGR1;PADI2
Cancer_Cell_Line_Encyclopedia	SNU899 UPPER AERODIGESTIVE TRACT	3/82	4.910196e-02	1.847682e-01	0	0	3.801516e+00	1.145722e+01	FAT2;PI3;CX3CL1
Cancer_Cell_Line_Encyclopedia	SNU719 STOMACH	6/263	4.919731e-02	1.847682e-01	0	0	2.351839e+00	7.083543e+00	ACBD4;KCND3;PHGR1;AGR3;DEGS2;LEMD1
Cancer_Cell_Line_Encyclopedia	NCIH854 LUNG	7/332	4.989914e-02	1.865598e-01	0	0	2.173376e+00	6.515241e+00	LFNG;BPIFB2;CEACAM5;PHGR1;ESYT3;TFF1;GRPR
Cancer_Cell_Line_Encyclopedia	NCIH69 LUNG	8/405	5.140424e-02	1.908517e-01	0	0	2.036419e+00	6.044162e+00	TMEM132C;FABP7;SMOC1;AGR3;PAK3;RCOR2;CLCA4;MAPK4
Cancer_Cell_Line_Encyclopedia	HS852T SKIN	5/201	5.173690e-02	1.908517e-01	0	0	2.564626e+00	7.595355e+00	IRX1;ATOH8;SOX10;ROPN1;FBXL7
Cancer_Cell_Line_Encyclopedia	WM115 SKIN	5/201	5.173690e-02	1.908517e-01	0	0	2.564626e+00	7.595355e+00	PTCHD1;FABP7;SOX10;STK32B;ROPN1
Cancer_Cell_Line_Encyclopedia	KNS62 LUNG	4/140	5.218540e-02	1.909238e-01	0	0	2.950780e+00	8.713514e+00	IL34;STAC2;KRT5;TP63
Cancer_Cell_Line_Encyclopedia	SNU349 KIDNEY	6/267	5.221652e-02	1.909238e-01	0	0	2.315322e+00	6.835655e+00	LFNG;KCNMB1;FABP7;IFFO2;GFRA1;MATN3
Cancer_Cell_Line_Encyclopedia	WM88 SKIN	4/141	5.330691e-02	1.932084e-01	0	0	2.929093e+00	8.587190e+00	SFRP1;ST8SIA1;FABP7;ROPN1
Cancer_Cell_Line_Encyclopedia	SKCO1 LARGE INTESTINE	4/141	5.330691e-02	1.932084e-01	0	0	2.929093e+00	8.587190e+00	CEACAM5;PHGR1;CNGA1;TFF1
Cancer_Cell_Line_Encyclopedia	LS123 LARGE INTESTINE	3/85	5.360513e-02	1.934446e-01	0	0	3.661879e+00	1.071506e+01	ACE2;SOSTDC1;VGLL1
Cancer_Cell_Line_Encyclopedia	LC1F LUNG	4/142	5.444149e-02	1.947691e-01	0	0	2.907720e+00	8.463292e+00	TNXB;TPRG1;HAS3;TP63
Cancer_Cell_Line_Encyclopedia	SNU626 CENTRAL NERVOUS SYSTEM	4/142	5.444149e-02	1.947691e-01	0	0	2.907720e+00	8.463292e+00	CNN1;TNXB;KCNMB1;FABP7
Cancer_Cell_Line_Encyclopedia	SNU201 CENTRAL NERVOUS SYSTEM	3/86	5.514889e-02	1.962643e-01	0	0	3.617577e+00	1.048272e+01	ANGPTL7;KCNMB1;FABP7
Cancer_Cell_Line_Encyclopedia	CMK86 HAEMATOPOIETIC AND LYMPHOID TISSUE	7/340	5.533235e-02	1.962643e-01	0	0	2.120291e+00	6.136966e+00	IRX1;MYOC;ZBTB16;C2ORF88;KIT;SOSTDC1;RYR3
Cancer_Cell_Line_Encyclopedia	HS821T BONE	4/145	5.792342e-02	2.033139e-01	0	0	2.845419e+00	8.105556e+00	RTN4RL1;KCNMB1;FMO2;STK32B
Cancer_Cell_Line_Encyclopedia	IGR1 SKIN	4/145	5.792342e-02	2.033139e-01	0	0	2.845419e+00	8.105556e+00	FABP7;ACTG2;ROPN1;IL12RB2
Cancer_Cell_Line_Encyclopedia	TE15 OESOPHAGUS	3/88	5.829964e-02	2.033139e-01	0	0	3.532099e+00	1.003879e+01	FAT2;A2ML1;KRT5
Cancer_Cell_Line_Encyclopedia	HCC1143 BREAST	3/88	5.829964e-02	2.033139e-01	0	0	3.532099e+00	1.003879e+01	GABRP;SMOC1;ESYT3
Cancer_Cell_Line_Encyclopedia	CL34 LARGE INTESTINE	4/146	5.911004e-02	2.052775e-01	0	0	2.825237e+00	7.990772e+00	SAMD5;PHGR1;AGR3;DEGS2
Cancer_Cell_Line_Encyclopedia	HS840T UPPER AERODIGESTIVE TRACT	3/89	5.990633e-02	2.071760e-01	0	0	3.490851e+00	9.826652e+00	OXTR;PAMR1;ACTG2
Cancer_Cell_Line_Encyclopedia	SNU761 LIVER	5/210	6.018516e-02	2.072767e-01	0	0	2.450907e+00	6.887855e+00	F7;CNGA1;CX3CL1;MATN3;SERPINA5
Cancer_Cell_Line_Encyclopedia	CORL24 LUNG	10/569	6.050680e-02	2.075233e-01	0	0	1.811600e+00	5.081536e+00	IRX1;CACNA2D2;ESYT3;EFCAB6;PAK3;SYT9;POU4F1;HS3ST4;RYR3;PLIN5
Cancer_Cell_Line_Encyclopedia	KCIMOH1 PANCREAS	3/90	6.153369e-02	2.101768e-01	0	0	3.450551e+00	9.620726e+00	EPHB6;CNGA1;RERG
Cancer_Cell_Line_Encyclopedia	KYSE450 OESOPHAGUS	3/91	6.318157e-02	2.140437e-01	0	0	3.411168e+00	9.420767e+00	IRX1;TSLP;KRT5
Cancer_Cell_Line_Encyclopedia	NUGC2 STOMACH	3/91	6.318157e-02	2.140437e-01	0	0	3.411168e+00	9.420767e+00	ALDH1L1;TRIM29;FAT2
Cancer_Cell_Line_Encyclopedia	IPC298 SKIN	4/150	6.398549e-02	2.147885e-01	0	0	2.747274e+00	7.552529e+00	ST8SIA1;FABP7;SOX10;IL12RB2
Cancer_Cell_Line_Encyclopedia	COLO783 SKIN	4/150	6.398549e-02	2.147885e-01	0	0	2.747274e+00	7.552529e+00	CLDN11;ST8SIA1;RTN4RL1;ROPN1
Cancer_Cell_Line_Encyclopedia	SNUC1 LARGE INTESTINE	5/214	6.417776e-02	2.147885e-01	0	0	2.403509e+00	6.600272e+00	SAMD5;ACE2;CEACAM5;PHGR1;SLC26A3
Cancer_Cell_Line_Encyclopedia	UMUC1 URINARY TRACT	4/152	6.650012e-02	2.200268e-01	0	0	2.709873e+00	7.345251e+00	EPHB6;WNT6;ALDH1L1;VGLL1
Cancer_Cell_Line_Encyclopedia	HS863T BONE	4/152	6.650012e-02	2.200268e-01	0	0	2.709873e+00	7.345251e+00	OSR1;ATOH8;PAMR1;STK32B
Cancer_Cell_Line_Encyclopedia	KNS81 CENTRAL NERVOUS SYSTEM	3/93	6.653824e-02	2.200268e-01	0	0	3.335025e+00	9.037847e+00	FABP7;GFRA1;ACTG2
Cancer_Cell_Line_Encyclopedia	GSU STOMACH	6/285	6.718083e-02	2.212702e-01	0	0	2.163951e+00	5.843462e+00	SAMD5;C2ORF88;PHGR1;AGR3;DEGS2;MSLN
Cancer_Cell_Line_Encyclopedia	UACC62 SKIN	4/153	6.777652e-02	2.221363e-01	0	0	2.691549e+00	7.244410e+00	ST8SIA1;FABP7;SOX10;ROPN1
Cancer_Cell_Line_Encyclopedia	MDAMB436 BREAST	3/94	6.824670e-02	2.221363e-01	0	0	3.298209e+00	8.854459e+00	PLIN4;PI3;GDF5
Cancer_Cell_Line_Encyclopedia	ISTMES1 PLEURA	3/94	6.824670e-02	2.221363e-01	0	0	3.298209e+00	8.854459e+00	OXTR;ESYT3;GDF5
