Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cancer_Cell_Line_Encyclopedia	MOLP8 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/275	7.639331e-01	8.588504e-01	0	0	7.224997e-01	1.945512e-01	NIPSNAP3B;ANKRD30A
Cancer_Cell_Line_Encyclopedia	MHHCALL3 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/276	7.656907e-01	8.588504e-01	0	0	7.198260e-01	1.921770e-01	KCNMB1;IL12RB2
Cancer_Cell_Line_Encyclopedia	AZ521 STOMACH	1/145	7.683650e-01	8.588504e-01	0	0	6.859296e-01	1.807359e-01	DSG1
Cancer_Cell_Line_Encyclopedia	KMRC3 KIDNEY	1/145	7.683650e-01	8.588504e-01	0	0	6.859296e-01	1.807359e-01	OLAH
Cancer_Cell_Line_Encyclopedia	COV434 OVARY	2/278	7.691720e-01	8.588504e-01	0	0	7.145367e-01	1.875235e-01	CNN1;DSG1
Cancer_Cell_Line_Encyclopedia	ME1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/403	7.706982e-01	8.588504e-01	0	0	7.385787e-01	1.923691e-01	ZBTB16;KIT;KCNQ4
Cancer_Cell_Line_Encyclopedia	C2BBE1 LARGE INTESTINE	1/146	7.706983e-01	8.588504e-01	0	0	6.811644e-01	1.774149e-01	F7
Cancer_Cell_Line_Encyclopedia	THP1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/279	7.708958e-01	8.588504e-01	0	0	7.119207e-01	1.852432e-01	KCNMB1;IL12RB2
Cancer_Cell_Line_Encyclopedia	OCILY3 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/280	7.726084e-01	8.596046e-01	0	0	7.093235e-01	1.829933e-01	CD300LG;ACTG2
Cancer_Cell_Line_Encyclopedia	L428 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/286	7.826525e-01	8.696139e-01	0	0	6.941243e-01	1.701066e-01	FSIP1;CX3CL1
Cancer_Cell_Line_Encyclopedia	HEC108 ENDOMETRIUM	1/154	7.885417e-01	8.744715e-01	0	0	6.452852e-01	1.533004e-01	COL11A2
Cancer_Cell_Line_Encyclopedia	RMGI OVARY	2/290	7.891315e-01	8.744715e-01	0	0	6.843434e-01	1.620678e-01	SLC7A2;RYR3
Cancer_Cell_Line_Encyclopedia	NCIH929 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/422	7.969316e-01	8.807706e-01	0	0	7.043965e-01	1.598884e-01	TPO;KCND3;KRT37
Cancer_Cell_Line_Encyclopedia	NCIH841 LUNG	1/158	7.969382e-01	8.807706e-01	0	0	6.287168e-01	1.427050e-01	CACNA2D2
Cancer_Cell_Line_Encyclopedia	RCM1 LARGE INTESTINE	1/159	7.989850e-01	8.818584e-01	0	0	6.247058e-01	1.401922e-01	LEMD1
Cancer_Cell_Line_Encyclopedia	HEL9217 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/298	8.015832e-01	8.835512e-01	0	0	6.655747e-01	1.472028e-01	ZBTB16;C2ORF88
Cancer_Cell_Line_Encyclopedia	PFEIFFER HAEMATOPOIETIC AND LYMPHOID TISSUE	2/299	8.030932e-01	8.840415e-01	0	0	6.632997e-01	1.454514e-01	INPP5J;CX3CL1
Cancer_Cell_Line_Encyclopedia	JVM3 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/309	8.176426e-01	8.988653e-01	0	0	6.413648e-01	1.291260e-01	ALDH1L1;KCNMB1
Cancer_Cell_Line_Encyclopedia	KASUMI6 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/313	8.231892e-01	9.037660e-01	0	0	6.329858e-01	1.231595e-01	ZBTB16;WDR86
Cancer_Cell_Line_Encyclopedia	GDM1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/316	8.272499e-01	9.070243e-01	0	0	6.268417e-01	1.188796e-01	ZBTB16;KIT
Cancer_Cell_Line_Encyclopedia	U266B1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/322	8.351215e-01	9.144470e-01	0	0	6.148990e-01	1.107913e-01	INPP5J;FMO2
Cancer_Cell_Line_Encyclopedia	KMS20 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/180	8.375262e-01	9.152530e-01	0	0	5.508268e-01	9.766308e-02	OLAH
Cancer_Cell_Line_Encyclopedia	CI1 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/181	8.391657e-01	9.152530e-01	0	0	5.477387e-01	9.604440e-02	LIPE
Cancer_Cell_Line_Encyclopedia	BCP1 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/181	8.391657e-01	9.152530e-01	0	0	5.477387e-01	9.604440e-02	TPO
Cancer_Cell_Line_Encyclopedia	NCIH1623 LUNG	1/182	8.407887e-01	9.158197e-01	0	0	5.446847e-01	9.445645e-02	SMOC1
Cancer_Cell_Line_Encyclopedia	JK1 HAEMATOPOIETIC AND LYMPHOID TISSUE	3/463	8.450962e-01	9.193052e-01	0	0	6.402560e-01	1.077582e-01	NIPSNAP3B;IRX1;C2ORF88
Cancer_Cell_Line_Encyclopedia	SUDHL1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/332	8.475264e-01	9.207421e-01	0	0	5.959596e-01	9.859154e-02	OLAH;CACNA2D2
Cancer_Cell_Line_Encyclopedia	LP1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/333	8.487194e-01	9.208328e-01	0	0	5.941286e-01	9.745296e-02	EFCAB6;HS3ST4
Cancer_Cell_Line_Encyclopedia	RS411 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/188	8.501902e-01	9.212244e-01	0	0	5.270470e-01	8.553720e-02	KCNMB1
Cancer_Cell_Line_Encyclopedia	K562 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/337	8.534070e-01	9.235043e-01	0	0	5.869139e-01	9.303683e-02	C2ORF88;SOSTDC1
Cancer_Cell_Line_Encyclopedia	BCPAP THYROID	1/195	8.604625e-01	9.295524e-01	0	0	5.078485e-01	7.632213e-02	SMOC1
Cancer_Cell_Line_Encyclopedia	MFE280 ENDOMETRIUM	1/196	8.618716e-01	9.295524e-01	0	0	5.052184e-01	7.510019e-02	BBOX1
Cancer_Cell_Line_Encyclopedia	KMS12BM HAEMATOPOIETIC AND LYMPHOID TISSUE	1/197	8.632665e-01	9.295524e-01	0	0	5.026151e-01	7.390039e-02	ACBD4
Cancer_Cell_Line_Encyclopedia	A704 KIDNEY	2/346	8.634757e-01	9.295524e-01	0	0	5.712943e-01	8.385999e-02	BBOX1;RERG
Cancer_Cell_Line_Encyclopedia	AMO1 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/198	8.646475e-01	9.296080e-01	0	0	5.000383e-01	7.272227e-02	TPO
Cancer_Cell_Line_Encyclopedia	SUDHL8 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/353	8.708667e-01	9.350832e-01	0	0	5.596996e-01	7.738763e-02	OLAH;TNXB
Cancer_Cell_Line_Encyclopedia	DB HAEMATOPOIETIC AND LYMPHOID TISSUE	2/356	8.739207e-01	9.371501e-01	0	0	5.548707e-01	7.477749e-02	LIPE;BBOX1
Cancer_Cell_Line_Encyclopedia	DV90 LUNG	1/206	8.752067e-01	9.373182e-01	0	0	4.803285e-01	6.402547e-02	PI3
Cancer_Cell_Line_Encyclopedia	HEC59 ENDOMETRIUM	1/208	8.777158e-01	9.387940e-01	0	0	4.756391e-01	6.203874e-02	CLDN19
Cancer_Cell_Line_Encyclopedia	MHHCALL2 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/209	8.789515e-01	9.389057e-01	0	0	4.733282e-01	6.107143e-02	KCNMB1
Cancer_Cell_Line_Encyclopedia	NAMALWA HAEMATOPOIETIC AND LYMPHOID TISSUE	1/210	8.801748e-01	9.390039e-01	0	0	4.710394e-01	6.012102e-02	TP63
Cancer_Cell_Line_Encyclopedia	OCILY10 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/365	8.826898e-01	9.404783e-01	0	0	5.408632e-01	6.748966e-02	LIPE;DSG1
Cancer_Cell_Line_Encyclopedia	KYO1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/368	8.854859e-01	9.420173e-01	0	0	5.363471e-01	6.522986e-02	PER1;C2ORF88
Cancer_Cell_Line_Encyclopedia	KOPN8 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/369	8.864042e-01	9.420173e-01	0	0	5.348581e-01	6.449439e-02	LIPE;IL12RB2
Cancer_Cell_Line_Encyclopedia	NCIH1915 LUNG	1/221	8.928451e-01	9.476489e-01	0	0	4.472362e-01	5.069070e-02	ACOX2
Cancer_Cell_Line_Encyclopedia	HDLM2 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/382	8.977394e-01	9.480451e-01	0	0	5.162148e-01	5.568689e-02	OLAH;CX3CL1
Cancer_Cell_Line_Encyclopedia	BDCM HAEMATOPOIETIC AND LYMPHOID TISSUE	1/226	8.981547e-01	9.480451e-01	0	0	4.371859e-01	4.695942e-02	KCNMB1
Cancer_Cell_Line_Encyclopedia	P3HR1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/385	9.002020e-01	9.480451e-01	0	0	5.120922e-01	5.383935e-02	LIPE;AQP7
Cancer_Cell_Line_Encyclopedia	MEC1 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/228	9.002045e-01	9.480451e-01	0	0	4.332898e-01	4.555319e-02	NIPSNAP3B
Cancer_Cell_Line_Encyclopedia	KARPAS620 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/228	9.002045e-01	9.480451e-01	0	0	4.332898e-01	4.555319e-02	TP63
Cancer_Cell_Line_Encyclopedia	ALLSIL HAEMATOPOIETIC AND LYMPHOID TISSUE	1/228	9.002045e-01	9.480451e-01	0	0	4.332898e-01	4.555319e-02	EPHB6
Cancer_Cell_Line_Encyclopedia	NALM6 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/229	9.012140e-01	9.480451e-01	0	0	4.313674e-01	4.486764e-02	IRX1
Cancer_Cell_Line_Encyclopedia	A3KAW HAEMATOPOIETIC AND LYMPHOID TISSUE	1/234	9.061108e-01	9.505814e-01	0	0	4.220027e-01	4.160681e-02	ANKRD30A
Cancer_Cell_Line_Encyclopedia	HEL HAEMATOPOIETIC AND LYMPHOID TISSUE	2/393	9.065025e-01	9.505814e-01	0	0	5.014079e-01	4.921896e-02	ZBTB16;C2ORF88
Cancer_Cell_Line_Encyclopedia	GRANTA519 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/235	9.070608e-01	9.505814e-01	0	0	4.201778e-01	4.098659e-02	NIPSNAP3B
Cancer_Cell_Line_Encyclopedia	NCIH1693 LUNG	1/238	9.098537e-01	9.523059e-01	0	0	4.147955e-01	3.918632e-02	TTYH1
Cancer_Cell_Line_Encyclopedia	GSS STOMACH	1/240	9.116691e-01	9.530043e-01	0	0	4.112824e-01	3.803463e-02	TTYH1
Cancer_Cell_Line_Encyclopedia	SUPHD1 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/406	9.159566e-01	9.562817e-01	0	0	4.849485e-01	4.257184e-02	PER1;RYR3
Cancer_Cell_Line_Encyclopedia	KMS18 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/247	9.177413e-01	9.566080e-01	0	0	3.994362e-01	3.428750e-02	ALDH1L1
Cancer_Cell_Line_Encyclopedia	U937 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/248	9.185742e-01	9.566080e-01	0	0	3.977987e-01	3.378609e-02	KCNMB1
Cancer_Cell_Line_Encyclopedia	DU4475 BREAST	3/568	9.260098e-01	9.631430e-01	0	0	5.184403e-01	3.985275e-02	EPHB6;RGS11;BAIAP3
Cancer_Cell_Line_Encyclopedia	PCM6 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/427	9.293624e-01	9.648153e-01	0	0	4.604872e-01	3.373367e-02	ALDH1L1;TPO
Cancer_Cell_Line_Encyclopedia	DND41 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/264	9.308139e-01	9.648153e-01	0	0	3.732923e-01	2.676354e-02	EPHB6
Cancer_Cell_Line_Encyclopedia	CA46 HAEMATOPOIETIC AND LYMPHOID TISSUE	2/430	9.311049e-01	9.648153e-01	0	0	4.571887e-01	3.263568e-02	NIPSNAP3B;TMEM63C
Cancer_Cell_Line_Encyclopedia	KO52 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/269	9.342494e-01	9.656625e-01	0	0	3.662342e-01	2.490827e-02	ZBTB16
Cancer_Cell_Line_Encyclopedia	KE97 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/269	9.342494e-01	9.656625e-01	0	0	3.662342e-01	2.490827e-02	ST8SIA1
Cancer_Cell_Line_Encyclopedia	COLO704 OVARY	1/275	9.381486e-01	9.684867e-01	0	0	3.581044e-01	2.286387e-02	RCOR2
Cancer_Cell_Line_Encyclopedia	AML193 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/279	9.406193e-01	9.698311e-01	0	0	3.528795e-01	2.160214e-02	BPI
Cancer_Cell_Line_Encyclopedia	SUPT11 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/283	9.429919e-01	9.704624e-01	0	0	3.478028e-01	2.041520e-02	ACTG2
Cancer_Cell_Line_Encyclopedia	DOHH2 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/284	9.435701e-01	9.704624e-01	0	0	3.465561e-01	2.012958e-02	NIPSNAP3B
Cancer_Cell_Line_Encyclopedia	KIJK HAEMATOPOIETIC AND LYMPHOID TISSUE	1/291	9.474576e-01	9.723282e-01	0	0	3.380697e-01	1.824666e-02	TPRG1
Cancer_Cell_Line_Encyclopedia	DMS53 LUNG	1/294	9.490410e-01	9.723282e-01	0	0	3.345567e-01	1.749841e-02	PROM1
Cancer_Cell_Line_Encyclopedia	BL70 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/295	9.495582e-01	9.723282e-01	0	0	3.334017e-01	1.725636e-02	LIPE
Cancer_Cell_Line_Encyclopedia	OPM2 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/296	9.500701e-01	9.723282e-01	0	0	3.322545e-01	1.701790e-02	OLAH
Cancer_Cell_Line_Encyclopedia	EJM HAEMATOPOIETIC AND LYMPHOID TISSUE	1/301	9.525533e-01	9.736691e-01	0	0	3.266332e-01	1.587737e-02	TPO
Cancer_Cell_Line_Encyclopedia	KMS27 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/305	9.544511e-01	9.744089e-01	0	0	3.222692e-01	1.502382e-02	ANKRD30A
Cancer_Cell_Line_Encyclopedia	PL21 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/316	9.592894e-01	9.778093e-01	0	0	3.108399e-01	1.291928e-02	BPI
Cancer_Cell_Line_Encyclopedia	NCIH1836 LUNG	1/320	9.609189e-01	9.778093e-01	0	0	3.068792e-01	1.223381e-02	LIPE
Cancer_Cell_Line_Encyclopedia	CORL88 LUNG	1/321	9.613161e-01	9.778093e-01	0	0	3.059045e-01	1.206855e-02	NOVA1
Cancer_Cell_Line_Encyclopedia	MOLT16 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/331	9.650732e-01	9.791039e-01	0	0	2.964824e-01	1.054035e-02	ST8SIA1
Cancer_Cell_Line_Encyclopedia	CORL47 LUNG	1/334	9.661278e-01	9.791039e-01	0	0	2.937661e-01	1.012294e-02	PTCHD1
Cancer_Cell_Line_Encyclopedia	HUT102 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/334	9.661278e-01	9.791039e-01	0	0	2.937661e-01	1.012294e-02	TPRG1
Cancer_Cell_Line_Encyclopedia	OCIAML3 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/346	9.700387e-01	9.818684e-01	0	0	2.833734e-01	8.620022e-03	HS3ST4
Cancer_Cell_Line_Encyclopedia	NUDHL1 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/367	9.758321e-01	9.858179e-01	0	0	2.668259e-01	6.527814e-03	PER1
Cancer_Cell_Line_Encyclopedia	PF382 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/372	9.770383e-01	9.858179e-01	0	0	2.631622e-01	6.113106e-03	EPHB6
Cancer_Cell_Line_Encyclopedia	JVM2 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/374	9.775038e-01	9.858179e-01	0	0	2.617242e-01	5.955032e-03	MYOC
Cancer_Cell_Line_Encyclopedia	KMS21BM HAEMATOPOIETIC AND LYMPHOID TISSUE	1/384	9.796942e-01	9.868279e-01	0	0	2.547594e-01	5.226331e-03	SMOC1
Cancer_Cell_Line_Encyclopedia	TALL1 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/398	9.824087e-01	9.883627e-01	0	0	2.455983e-01	4.358837e-03	EPHB6
Cancer_Cell_Line_Encyclopedia	SUDHL4 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/415	9.852238e-01	9.887816e-01	0	0	2.353070e-01	3.502878e-03	INPP5J
Cancer_Cell_Line_Encyclopedia	SUDHL10 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/420	9.859630e-01	9.887816e-01	0	0	2.324390e-01	3.285864e-03	WNT6
Cancer_Cell_Line_Encyclopedia	KARPAS422 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/430	9.873327e-01	9.887816e-01	0	0	2.269037e-01	2.892613e-03	DSG1
Cancer_Cell_Line_Encyclopedia	NCIH1105 LUNG	1/432	9.875903e-01	9.887816e-01	0	0	2.258275e-01	2.819994e-03	EFCAB6
Cancer_Cell_Line_Encyclopedia	MOLP2 HAEMATOPOIETIC AND LYMPHOID TISSUE	1/457	9.904020e-01	9.904020e-01	0	0	2.131711e-01	2.055888e-03	C2ORF88
